date,total_stablecoin_supply,total_stablecoin_supply_change_7d,total_stablecoin_supply_change_30d,total_stablecoin_supply_change_90d,total_stablecoin_supply_pct_change_30d,total_stablecoin_supply_pct_change_90d,total_stablecoin_supply_zscore_252d,total_stablecoin_supply_slope_30d,total_stablecoin_supply_slope_90d,usdt_supply,usdc_supply,usdt_supply_change_30d,usdt_supply_change_90d,usdc_supply_change_30d,usdc_supply_change_90d,usdt_dominance,usdc_dominance,usdt_history_available,usdc_history_available,stablecoin_liquidity_score
2018-03-25,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-03-26,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-03-27,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-03-28,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-03-29,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-03-30,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-03-31,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-04-01,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-04-02,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,,0.0,60000000.0,,,,,,,,,False,False,
2018-04-03,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.9042113671294497,0.0,60000000.0,,,,,,,,,False,False,
2018-04-04,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.897764596800596,0.0,60000000.0,,,,,,,,,False,False,
2018-04-05,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.8914541278637439,0.0,60000000.0,,,,,,,,,False,False,
2018-04-06,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.8852752185378858,0.0,60000000.0,,,,,,,,,False,False,
2018-04-07,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.8792233549361439,0.0,60000000.0,,,,,,,,,False,False,
2018-04-08,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.8732942371715161,0.0,60000000.0,,,,,,,,,False,False,
2018-04-09,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.8674837664842006,0.0,60000000.0,,,,,,,,,False,False,
2018-04-10,60109970.0,0.0,0.0,60000000.0,0.0,545.6033463671911,0.8617880333028997,0.0,60000000.0,,,,,,,,,False,False,
2018-04-11,60109970.0,0.0,0.0,30000000.0,0.0,0.996347721369367,0.8562033061610554,0.0,30000000.0,,,,,,,,,False,False,
2018-04-12,60109970.0,0.0,0.0,30000000.0,0.0,0.996347721369367,0.8507260213966021,0.0,30000000.0,,,,,,,,,False,False,
