date,total_stablecoin_supply,total_stablecoin_supply_change_7d,total_stablecoin_supply_change_30d,total_stablecoin_supply_change_90d,total_stablecoin_supply_pct_change_30d,total_stablecoin_supply_pct_change_90d,total_stablecoin_supply_zscore_252d,total_stablecoin_supply_slope_30d,total_stablecoin_supply_slope_90d,usdt_supply,usdc_supply,usdt_supply_change_30d,usdt_supply_change_90d,usdc_supply_change_30d,usdc_supply_change_90d,usdt_dominance,usdc_dominance,usdt_history_available,usdc_history_available,stablecoin_liquidity_score
2020-07-15,11754044965.0,159358348.0,788933319.0,4170943906.0,0.07194941050032977,0.5500314282439527,1.7415475264239226,788933319.0,4170943906.0,,,,,,,,,False,False,
2020-07-16,11794138928.0,157820833.0,817811027.0,3987338636.0,0.0745067962961905,0.5107519709561439,1.7384632258407187,817811027.0,3987338636.0,,,,,,,,,False,False,
2020-07-17,11810635365.0,129907722.0,781444296.0,4021361686.0,0.07085236724173027,0.5162691480261699,1.727172294949375,781444296.0,4021361686.0,,,,,,,,,False,False,
2020-07-18,11829738730.0,123856552.0,770385854.0,4041647417.0,0.06965921628848837,0.5189522380475458,1.717037569882343,770385854.0,4041647417.0,,,,,,,,,False,False,
2020-07-19,11874298788.0,122244934.0,762520011.0,4063161523.0,0.06862267745811512,0.5201754091822377,1.7159605895190797,762520011.0,4063161523.0,,,,,,,,,False,False,
2020-07-20,11949018691.0,204602909.0,744408452.0,4130677996.0,0.06643769271053546,0.5283317979020354,1.725349908158629,744408452.0,4130677996.0,,,,,,,,,False,False,
2020-07-21,11918384608.0,156838321.0,666449871.0,4120007075.0,0.059229802391983055,0.5283159295078463,1.6980924628091438,666449871.0,4120007075.0,,,,,,,,,False,False,
2020-07-22,11955733033.0,201688068.0,681948895.0,3381611525.0,0.060489795320932904,0.39439743440127595,1.6948535894309342,681948895.0,3381611525.0,,,,,,,,,False,False,
2020-07-23,12077269700.0,283130772.0,755736190.0,3537459369.0,0.06675210468020776,0.41423160841861084,1.7206285877766911,755736190.0,3537459369.0,,,,,,,,,False,False,
2020-07-24,12183825803.0,373190438.0,905483366.0,3624555867.0,0.0802851457169318,0.4234655401806222,1.7407152680596774,905483366.0,3624555867.0,,,,,,,,,False,False,
2020-07-25,12326729637.0,496990907.0,1032999319.0,3735732014.0,0.0914666181955488,0.4348426315470766,1.7727684184573762,1032999319.0,3735732014.0,,,,,,,,,False,False,
2020-07-26,12351062268.0,476763480.0,1072777646.0,3739079773.0,0.09511886620660248,0.4341717804432208,1.7637153969765655,1072777646.0,3739079773.0,,,,,,,,,False,False,
2020-07-27,12443593229.0,494574538.0,1129507098.0,3823955960.0,0.09983193383204059,0.44363304866118036,1.777998441409499,1129507098.0,3823955960.0,,,,,,,,,False,False,
2020-07-28,12361914818.0,443530210.0,1005348504.0,3774540543.0,0.0885257459167601,0.43954536300911373,1.7330057298666066,1005348504.0,3774540543.0,,,,,,,,,False,False,
2020-07-29,12665993060.0,710260027.0,1303414756.0,3532349138.0,0.11471117919963247,0.3867404037387214,1.8191322546883237,1303414756.0,3532349138.0,,,,,,,,,False,False,
2020-07-30,12835058562.0,757788862.0,1494421037.0,3708442347.0,0.13177575191038482,0.40633267134702233,1.857838834392809,1494421037.0,3708442347.0,,,,,,,,,False,False,
2020-07-31,12923775061.0,739949258.0,1558808469.0,3730287932.0,0.13715908941582566,0.40575332076477855,1.8686340500675718,1558808469.0,3730287932.0,,,,,,,,,False,False,
2020-08-01,12974964290.0,648234653.0,1567800251.0,3760635803.0,0.1374399671679869,0.4081291228444568,1.8665897739295219,1567800251.0,3760635803.0,,,,,,,,,False,False,
2020-08-02,13149553905.0,798491637.0,1736825494.0,3908334427.0,0.1521831968178604,0.4229240996065866,1.9055627734385017,1736825494.0,3908334427.0,,,,,,,,,False,False,
2020-08-03,13286257170.0,842663941.0,1821847668.0,4069887672.0,0.1589133454873688,0.4415933706741235,1.9309554445545616,1821847668.0,4069887672.0,,,,,,,,,False,False,
2020-08-04,13340618543.0,978703725.0,1810713917.0,4040350859.0,0.15704500390374698,0.43443382451786206,1.9284679020157067,1810713917.0,4040350859.0,,,,,,,,,False,False,
2020-08-05,13409099131.0,743106071.0,1862784693.0,4038252552.0,0.16133154029387953,0.4309378579572196,1.9306344443912185,1862784693.0,4038252552.0,,,,,,,,,False,False,
2020-08-06,13494155334.0,659096772.0,1929968399.0,3959325929.0,0.16689183682761,0.4152487434042351,1.938080486020485,1929968399.0,3959325929.0,,,,,,,,,False,False,
2020-08-07,13582989963.0,659214902.0,1988303346.0,3972886723.0,0.1714840091568126,0.41340728853605957,1.9465272408840433,1988303346.0,3972886723.0,,,,,,,,,False,False,
2020-08-08,13759279354.0,784315064.0,2122961259.0,3987304968.0,0.18244269722329198,0.4080347338724595,1.9829540471317422,2122961259.0,3987304968.0,,,,,,,,,False,False,
2020-08-09,13907432871.0,757878966.0,2226705228.0,3972591703.0,0.1906306949408596,0.3998646416004785,2.0092436414551793,2226705228.0,3972591703.0,,,,,,,,,False,False,
2020-08-10,13991031955.0,704774785.0,2285149777.0,4042748873.0,0.19521380296264246,0.4063765415275302,2.014052831336414,2285149777.0,4042748873.0,,,,,,,,,False,False,
2020-08-11,14020939556.0,680321013.0,2268885702.0,3919425867.0,0.1930629088487157,0.3880038168208435,2.001478084559244,2268885702.0,3919425867.0,,,,,,,,,False,False,
2020-08-12,14176850649.0,767751518.0,2432434867.0,4055309150.0,0.2071141649061894,0.4006612184913396,2.0291919450508398,2432434867.0,4055309150.0,,,,,,,,,False,False,
2020-08-13,14249517184.0,755361850.0,2487970897.0,4000218329.0,0.21153433709221936,0.39029190050873974,2.029702887006283,2487970897.0,4000218329.0,,,,,,,,,False,False,
2020-08-14,14387959017.0,804969054.0,2633914052.0,4082911870.0,0.22408575599659541,0.3962050645434083,2.0508060773670227,2633914052.0,4082911870.0,,,,,,,,,False,False,
2020-08-15,14704135036.0,944855682.0,2909996108.0,4377969003.0,0.2467323918909834,0.423968488305247,2.126645400904461,2909996108.0,4377969003.0,,,,,,,,,False,False,
2020-08-16,14690920330.0,783487459.0,2880284965.0,4272252988.0,0.24387214370663957,0.4100575292175406,2.097740751077956,2880284965.0,4272252988.0,,,,,,,,,False,False,
2020-08-17,14762828345.0,771796390.0,2933089615.0,4371681315.0,0.24794204520863494,0.42071210255986524,2.095953310726829,2933089615.0,4371681315.0,,,,,,,,,False,False,
2020-08-18,14920456513.0,899516957.0,3046157725.0,4559800967.0,0.256533693431936,0.44010737995825266,2.1203899367451307,3046157725.0,4559800967.0,,,,,,,,,False,False,
2020-08-19,15185083668.0,1008233019.0,3236064977.0,4793295760.0,0.27082265587528154,0.4612580436047906,2.175995379830658,3236064977.0,4793295760.0,,,,,,,,,False,False,
2020-08-20,15207549637.0,958032453.0,3289165029.0,4837179854.0,0.2759740633636045,0.46644236948324824,2.156221924078631,3289165029.0,4837179854.0,,,,,,,,,False,False,
2020-08-21,15324600530.0,936641513.0,3368867497.0,4976707448.0,0.28177841439762097,0.4809392026534276,2.1654956197576114,3368867497.0,4976707448.0,,,,,,,,,False,False,
2020-08-22,15456883545.0,752748509.0,3379613845.0,5102456679.0,0.2798326052948872,0.4927802132394723,2.1789065930707885,3379613845.0,5102456679.0,,,,,,,,,False,False,
2020-08-23,15562683894.0,871763564.0,3378858091.0,5135716228.0,0.2773232435880715,0.4925416854169806,2.183852510413055,3378858091.0,5135716228.0,,,,,,,,,False,False,
2020-08-24,15624440882.0,861612537.0,3297711245.0,5155336337.0,0.26752523516874804,0.49243336092790924,2.175480900522962,3297711245.0,5155336337.0,,,,,,,,,False,False,
2020-08-25,15655410294.0,734953781.0,3304348026.0,5195452005.0,0.2675355329202038,0.49669911307999093,2.1582088866733367,3304348026.0,5195452005.0,,,,,,,,,False,False,
2020-08-26,15685150712.0,500067044.0,3241557483.0,5196829709.0,0.2605001162723237,0.49548728605022085,2.141048125240061,3241557483.0,5196829709.0,,,,,,,,,False,False,
