date,walcl_billion,rrp_billion,tga_billion,usd_liquidity_proxy_no_tga,net_liquidity,net_liquidity_change_7d,net_liquidity_change_30d,net_liquidity_change_90d,net_liquidity_pct_change_30d,net_liquidity_pct_change_90d,net_liquidity_zscore_252d,net_liquidity_slope_30d,net_liquidity_slope_90d,tga_billion_change_7d,tga_billion_change_30d,tga_billion_change_90d,tga_billion_pct_change_30d,tga_billion_pct_change_90d,tga_billion_zscore_252d,tga_billion_slope_30d,tga_billion_slope_90d
2021-01-15,7333.968,0.0,1630.897,7333.968,5703.071,-38.798000000000684,-43.62199999999939,283.04100000000017,-0.007590800482990767,0.052221297668094024,1.0338973832778071,-43.62199999999939,283.04100000000017,37.95699999999988,15.023999999999887,-100.49700000000007,0.009297760405675426,-0.05804398074615025,0.24050005876639147,15.023999999999887,-100.49700000000007
2021-01-16,7333.968,0.0,1630.897,7333.968,5703.071,-38.798000000000684,-56.50699999999961,283.04100000000017,-0.009810961844773924,0.052221297668094024,1.0280751898924632,-56.50699999999961,283.04100000000017,37.95699999999988,27.896999999999935,-100.49700000000007,0.01740299438552717,-0.05804398074615025,0.23182165699118285,27.896999999999935,-100.49700000000007
2021-01-17,7333.968,0.0,1630.897,7333.968,5703.071,-38.798000000000684,-53.5649999999996,288.5519999999997,-0.009304913494617262,0.05329226843603285,1.0222954474083932,-53.5649999999996,288.5519999999997,37.95699999999988,24.972999999999956,-106.00600000000009,0.015550549091986943,-0.06103161777024979,0.2229357185498414,24.972999999999956,-106.00600000000009
2021-01-18,7333.968,0.0,1630.897,7333.968,5703.071,-29.798000000000684,-53.5649999999996,270.17199999999866,-0.009304913494617262,0.04972888323526692,1.017617222112904,-53.5649999999996,270.17199999999866,28.95699999999988,24.972999999999956,-87.62300000000005,0.015550549091986943,-0.05098747759700206,0.21346892841074713,24.972999999999956,-87.62300000000005
2021-01-19,7333.968,0.004,1652.048,7333.964,5681.916,-60.337000000000444,-74.71999999999935,204.14800000000014,-0.012979802787600137,0.03726846408975337,0.9029968469155408,-74.71999999999935,204.14800000000014,59.49199999999996,46.124000000000024,-47.44900000000007,0.02872115990544999,-0.027919437339401054,0.37414816585404487,46.124000000000024,-47.44900000000007
2021-01-20,7414.942,1.806,1638.331,7413.136,5774.805,16.712000000000444,21.937000000000808,284.15500000000065,0.0038132284627425683,0.05175252474661485,1.3876228453965171,21.937000000000808,284.15500000000065,62.455999999999904,29.041999999999916,-48.28300000000013,0.018046478910872965,-0.0286271784771146,0.25456315983566247,29.041999999999916,-48.28300000000013
2021-01-21,7414.942,1.201,1639.728,7413.741,5774.013,15.020000000000437,15.305000000000291,284.53699999999935,0.00265771419561478,0.05183318043470808,1.3808803144234851,15.305000000000291,284.53699999999935,65.35300000000007,36.25,-48.06099999999992,0.02260710779942099,-0.028475715862587014,0.2576610393075029,36.25,-48.06099999999992
2021-01-22,7414.942,0.0,1636.166,7414.942,5778.776,75.70499999999993,-41.097999999999956,289.2999999999993,-0.007061664908896592,0.05270084066311598,1.4038630712833344,-41.097999999999956,289.2999999999993,5.2690000000000055,52.85799999999995,-51.62300000000005,0.0333845341525465,-0.030586169242719397,0.2178293031564263,52.85799999999995,-51.62300000000005
2021-01-23,7414.942,0.0,1636.166,7414.942,5778.776,75.70499999999993,-48.88299999999981,289.2999999999993,-0.008388102323763302,0.05270084066311598,1.4020484428665039,-48.88299999999981,289.2999999999993,5.2690000000000055,59.79600000000005,-51.62300000000005,0.03793271884138871,-0.030586169242719397,0.2080180843753835,59.79600000000005,-51.62300000000005
2021-01-24,7414.942,0.0,1636.166,7414.942,5778.776,75.70499999999993,-48.88299999999981,291.72799999999916,-0.008388102323763302,0.053166657189803956,1.4002384182970553,-48.88299999999981,291.72799999999916,5.2690000000000055,59.79600000000005,-54.049999999999955,0.03793271884138871,-0.031978161371090996,0.19785271881285232,59.79600000000005,-54.049999999999955
2021-01-25,7414.942,2.2,1641.392,7412.742,5771.35,68.27900000000045,-56.30899999999929,267.3779999999997,-0.009662370430390532,0.0485790988762298,1.3601828191097993,-56.30899999999929,267.3779999999997,10.495000000000118,65.02200000000016,-31.90099999999984,0.041247930371676844,-0.019064802159573846,0.23718550951403689,65.02200000000016,-31.90099999999984
2021-01-26,7414.942,1.631,1631.783,7413.311,5781.527999999999,99.61199999999917,-46.13100000000031,288.2659999999996,-0.00791587153606621,0.052476288223645584,1.409287705580007,-46.13100000000031,288.2659999999996,-20.2650000000001,55.41300000000001,-21.256000000000085,0.03515228023877648,-0.012858740779860711,0.1333183719557513,55.41300000000001,-21.256000000000085
2021-01-27,7404.926,1.152,1613.377,7403.774,5790.397000000001,15.592000000000553,-0.9799999999995634,291.58500000000186,-0.00016921709638306748,0.05302690835766022,1.4582185253598214,-0.9799999999995634,291.58500000000186,-24.95399999999995,1.6159999999999854,-34.103000000000065,0.0010026300425434176,-0.020700099545973294,-0.06730885854235862,1.6159999999999854,-34.103000000000065
2021-01-28,7404.926,2.655,1593.973,7402.271000000001,5808.298000000001,34.285000000000764,11.143000000000029,260.7910000000011,0.0019221497441417323,0.047010485971446414,1.5483117532569834,11.143000000000029,260.7910000000011,-45.75500000000011,-12.653999999999996,-4.8250000000000455,-0.007876128062082821,-0.003017892191508942,-0.2865485754994546,-12.653999999999996,-4.8250000000000455
2021-01-29,7404.926,7.1,1611.352,7397.826,5786.474,7.69800000000032,37.28900000000067,238.96700000000055,0.006485962792987188,0.043076466600222574,1.43213665443758,37.28900000000067,238.96700000000055,-24.81399999999985,-2.161999999999807,12.554000000000087,-0.0013399325943250773,0.007852148926881464,-0.119426947713897,-2.161999999999807,12.554000000000087
2021-01-30,7404.926,7.1,1611.352,7397.826,5786.474,7.69800000000032,161.34300000000076,238.96700000000055,0.028682532015698925,0.043076466600222574,1.4290807121360505,161.34300000000076,238.96700000000055,-24.81399999999985,-117.21699999999987,12.554000000000087,-0.06781158287577749,0.007852148926881464,-0.135840998398236,-117.21699999999987,12.554000000000087
2021-01-31,7404.926,7.1,1611.352,7397.826,5786.474,7.69800000000032,161.34300000000076,308.64600000000064,0.028682532015698925,0.056344594974504725,1.426037613740691,161.34300000000076,308.64600000000064,-24.81399999999985,-117.21699999999987,-57.125999999999976,-0.06781158287577749,-0.034238389718054374,-0.15320453987707625,-117.21699999999987,-57.125999999999976
2021-02-01,7404.926,0.012,1664.596,7404.914000000001,5740.318,-31.032000000000153,115.18700000000081,212.51000000000113,0.02047721199737418,0.038443809915250426,1.1875334890405889,115.18700000000081,212.51000000000113,23.20399999999995,-63.972999999999956,46.097999999999956,-0.037009225550151625,0.028481962906348857,0.44425431522974296,-63.972999999999956,46.097999999999956
2021-02-02,7404.926,0.011,1654.919,7404.915,5749.996,-31.531999999999243,124.86500000000069,211.08500000000004,0.022197705262331002,0.038109476754546234,1.2338679260643854,124.86500000000069,211.08500000000004,23.136000000000195,-73.64999999999986,36.35100000000011,-0.04260749787830276,0.02245874130713088,0.32448602201760857,-73.64999999999986,36.35100000000011
2021-02-03,7410.598,0.178,1629.729,7410.42,5780.691,-9.70600000000104,-19.297999999999774,239.92799999999897,-0.003327247689607682,0.04330233940704531,1.3911424025489922,-19.297999999999774,239.92799999999897,16.35200000000009,66.36799999999994,13.013000000000147,0.04245212717983882,0.0080490327305478,0.012563595164410843,66.36799999999994,13.013000000000147
2021-02-04,7410.598,0.5,1620.963,7410.098,5789.135,-19.163000000000466,26.046000000001186,243.01599999999962,0.004519451287321896,0.043817307201666544,1.4288221487775532,26.046000000001186,243.01599999999962,26.99000000000001,20.705999999999904,9.603000000000065,0.01293917164555447,0.00595956210902604,-0.10522506286482888,20.705999999999904,9.603000000000065
2021-02-05,7410.598,0.01,1613.958,7410.588,5796.629999999999,10.15599999999904,69.22099999999864,250.5109999999986,0.012085918781075122,0.04516870265495543,1.4594412344383925,69.22099999999864,250.5109999999986,2.6059999999999945,6.5620000000001255,2.5980000000001837,0.004082379202138275,0.0016123026511767335,-0.20148020535409003,6.5620000000001255,2.5980000000001837
2021-02-06,7410.598,0.01,1613.958,7410.588,5796.629999999999,10.15599999999904,38.57799999999952,250.5109999999986,0.00669983529151863,0.04516870265495543,1.4516410562988686,38.57799999999952,250.5109999999986,2.6059999999999945,37.202,2.5980000000001837,0.023594012009467535,0.0016123026511767335,-0.21174818507546236,37.202,2.5980000000001837
2021-02-07,7410.598,0.01,1613.958,7410.588,5796.629999999999,10.15599999999904,54.7609999999986,252.67699999999877,0.00953713851709237,0.04557704583714872,1.4439202261572324,54.7609999999986,252.67699999999877,2.6059999999999945,21.01800000000003,0.43200000000001637,0.013194470601529229,0.0002677366215357857,-0.2222666398504284,21.01800000000003,0.43200000000001637
2021-02-08,7410.598,0.002,1619.357,7410.596,5791.239,50.92099999999937,49.36999999999898,204.52799999999934,0.00859824562350675,0.03660973334758122,1.4117076781806979,49.36999999999898,204.52799999999934,-45.23900000000003,26.416999999999916,48.58899999999994,0.016583801022009625,0.030933275951636308,-0.16814357887422757,26.416999999999916,48.58899999999994
2021-02-09,7410.598,0.001,1603.403,7410.597,5807.1939999999995,57.19799999999941,65.32499999999891,202.54499999999916,0.011376957572525326,0.036138748385492026,1.48397440968591,65.32499999999891,202.54499999999916,-51.516000000000076,10.462999999999965,32.63499999999999,0.006568357879141784,0.0207764609413994,-0.3858706700226068,10.462999999999965,32.63499999999999
2021-02-10,7442.225,0.0,1576.744,7442.225,5865.481000000001,84.79000000000087,132.61200000000008,249.16200000000026,0.02313187341277123,0.044363933031581704,1.769350434980625,132.61200000000008,249.16200000000026,-52.98500000000013,-25.19600000000014,17.645999999999958,-0.01572842927949869,0.011318082634959481,-0.7511485898259711,-25.19600000000014,17.645999999999958
2021-02-11,7442.225,0.108,1564.862,7442.117,5877.255,88.11999999999989,135.0019999999995,250.53599999999915,0.02351028420377843,0.044526126149182055,1.8143969249465766,135.0019999999995,250.53599999999915,-56.100999999999885,-27.69399999999996,16.167000000000144,-0.017389655371616408,0.010439111639154453,-0.9156871559685934,-27.69399999999996,16.167000000000144
2021-02-12,7442.225,0.001,1560.063,7442.224,5882.161,85.53100000000086,124.06800000000021,255.4419999999991,0.021546716942571154,0.0453980374708598,1.8247350163452265,124.06800000000021,255.4419999999991,-53.89499999999998,-15.811999999999898,11.368000000000166,-0.010033790751169946,0.0073403736694444,-0.9877755923791965,-15.811999999999898,11.368000000000166
2021-02-13,7442.225,0.001,1560.063,7442.224,5882.161,85.53100000000086,123.16800000000057,255.4419999999991,0.021387072357962778,0.0453980374708598,1.8107308617107654,123.16800000000057,255.4419999999991,-53.89499999999998,-14.311999999999898,11.368000000000166,-0.00909059150456526,0.0073403736694444,-0.996221761195581,-14.311999999999898,11.368000000000166
2021-02-14,7442.225,0.001,1560.063,7442.224,5882.161,85.53100000000086,179.09000000000015,290.4569999999994,0.03140237952499625,0.051944273158951004,1.7969596404489325,179.09000000000015,290.4569999999994,-53.89499999999998,-70.83399999999983,-23.636999999999944,-0.04343254049765244,-0.014925175222579967,-1.004791045148066,-70.83399999999983,-23.636999999999944
2021-02-15,7442.225,0.001,1560.063,7442.224,5882.161,90.92200000000048,179.09000000000015,269.1809999999996,0.03140237952499625,0.04795687852085684,1.7822777709693778,179.09000000000015,269.1809999999996,-59.29399999999987,-70.83399999999983,-2.3739999999997963,-0.04343254049765244,-0.001519421263065146,-1.0096013656739165,-70.83399999999983,-2.3739999999997963
2021-02-16,7442.225,0.004,1595.279,7442.2210000000005,5846.942,39.7480000000005,143.8710000000001,150.88900000000012,0.025226934751469976,0.026490097616718167,1.598083196454857,143.8710000000001,150.88900000000012,-8.124000000000024,-35.61799999999994,48.35500000000002,-0.021839515309673097,0.031258807801805455,-0.5382041984887863,-35.61799999999994,48.35500000000002
2021-02-17,7557.402,0.05,1568.893,7557.352,5988.459,122.97799999999916,285.3879999999999,279.5799999999999,0.05004110943034035,0.04897283687392928,2.261230333928664,285.3879999999999,279.5799999999999,-7.850999999999885,-62.003999999999905,36.69200000000001,-0.03801834205348342,0.02394724974073248,-0.9037958693808174,-62.003999999999905,36.69200000000001
2021-02-18,7557.402,0.0,1567.702,7557.402,5989.7,112.44499999999971,307.78399999999965,270.5649999999996,0.05416905142561057,0.047308727631014014,2.238333361278746,307.78399999999965,270.5649999999996,2.839999999999918,-84.346,43.75700000000006,-0.05105541727601137,0.028712978486756358,-0.9218611717035631,-84.346,43.75700000000006
2021-02-19,7557.402,0.002,1557.254,7557.4,6000.146,117.98499999999967,225.34099999999944,281.0109999999995,0.03902140418594202,0.04913522761746303,2.2590192579448183,225.34099999999944,281.0109999999995,-2.8090000000001965,-81.077,33.30899999999997,-0.049487557764578693,0.021857088018268467,-1.0663328781322596,-81.077,33.30899999999997
2021-02-20,7557.402,0.002,1557.254,7557.4,6000.146,117.98499999999967,226.1329999999998,281.0109999999995,0.039163922907689885,0.04913522761746303,2.2305699737979285,226.1329999999998,281.0109999999995,-2.8090000000001965,-82.47400000000016,33.30899999999997,-0.05029736639247495,0.021857088018268467,-1.0682817956828057,-82.47400000000016,33.30899999999997
2021-02-21,7557.402,0.002,1557.254,7557.4,6000.146,117.98499999999967,221.3699999999999,281.59399999999914,0.03830742011803179,0.04924218578409345,2.202957814869386,221.3699999999999,281.59399999999914,-2.8090000000001965,-78.91200000000003,33.21100000000001,-0.04822982509109719,0.021791379902010632,-1.0702366017296912,-78.91200000000003,33.21100000000001
2021-02-22,7557.402,1.1,1550.121,7556.302,6006.181,124.01999999999953,227.40499999999975,271.491,0.03935175891918985,0.04734187898561215,2.20154524141248,227.40499999999975,271.491,-9.942000000000007,-86.04499999999985,41.7320000000002,-0.052589407187290216,0.027666603243593046,-1.1627346129382943,-86.04499999999985,41.7320000000002
2021-02-23,7557.402,0.435,1480.606,7556.967,6076.361,229.41899999999987,297.58500000000004,343.91700000000037,0.051496199195123715,0.059994829430518815,2.4847625020296316,297.58500000000004,343.91700000000037,-114.673,-155.55999999999995,-3.4300000000000637,-0.09507592750368843,-0.002311264686301495,-2.089253146241128,-155.55999999999995,-3.4300000000000637
2021-02-24,7590.111,0.001,1439.646,7590.11,6150.464,162.0050000000001,379.1139999999996,418.02000000000044,0.06568896358737542,0.07292177647090847,2.76740271899127,379.1139999999996,418.02000000000044,-129.24700000000007,-201.7460000000001,-44.3900000000001,-0.12291152875120637,-0.02991167330172595,-2.6058682319105193,-201.7460000000001,-44.3900000000001
2021-02-25,7590.111,9.976,1379.961,7580.135,6200.174,210.47400000000016,418.64600000000064,481.4270000000006,0.07241096125453361,0.08418400044625174,2.9261798707426974,418.64600000000064,481.4270000000006,-187.74099999999999,-251.8219999999999,-117.77199999999993,-0.1543232157707244,-0.07863350810858805,-3.3157381146790703,-251.8219999999999,-117.77199999999993
2021-02-26,7590.111,11.2,1414.465,7578.911,6164.446,164.30000000000018,374.04899999999907,445.6990000000005,0.06459816140413155,0.07793647804317994,2.716139629115806,374.04899999999907,445.6990000000005,-142.789,-198.91200000000003,-83.26800000000003,-0.12328922502304174,-0.055596024124460075,-2.8074165995874742,-198.91200000000003,-83.26800000000003
2021-02-27,7590.111,11.2,1414.465,7578.911,6164.446,164.30000000000018,356.14799999999923,445.6990000000005,0.061317101842914834,0.07793647804317994,2.665915404381408,356.14799999999923,445.6990000000005,-142.789,-179.50800000000004,-83.26800000000003,-0.11261671308108734,-0.055596024124460075,-2.7534062774944728,-179.50800000000004,-83.26800000000003
2021-02-28,7590.111,11.2,1414.465,7578.911,6164.446,164.30000000000018,377.97199999999975,570.9580000000005,0.06531991675759707,0.1020754849210368,2.6179575780512163,377.97199999999975,570.9580000000005,-142.789,-196.88700000000017,-208.52100000000019,-0.12218745500672734,-0.1284798513357479,-2.701958768867296,-196.88700000000017,-208.52100000000019
2021-03-01,7590.111,0.0,1500.687,7590.111,6089.424,83.2430000000004,302.9499999999998,432.8550000000005,0.0523548537503149,0.0765225351268588,2.267688966537173,302.9499999999998,432.8550000000005,-49.4340000000002,-110.66500000000019,-59.22200000000021,-0.06867835209190798,-0.037965035139870484,-1.6099616227415114,-110.66500000000019,-59.22200000000021
2021-03-02,7590.111,0.005,1462.558,7590.106,6127.548,51.1869999999999,341.0739999999996,462.3740000000007,0.05894332196083485,0.08161691061916199,2.388876431825853,341.0739999999996,462.3740000000007,-18.048000000000002,-148.7940000000001,-94.68100000000004,-0.09234108996668644,-0.06080055791050698,-2.059000520923546,-148.7940000000001,-94.68100000000004
2021-03-03,7557.524,0.507,1420.238,7557.017000000001,6136.779,-13.68499999999949,396.46100000000024,456.4260000000004,0.06906603432074676,0.08035169645266782,2.388989342520007,396.46100000000024,456.4260000000004,-19.4079999999999,-244.35799999999995,-121.82299999999987,-0.14679718081744753,-0.0790001173753826,-2.540480148216907,-244.35799999999995,-121.82299999999987
2021-03-04,7557.524,2.1,1382.253,7555.424,6173.171,-27.0029999999997,423.1750000000002,492.3100000000004,0.07359570337092403,0.08666115928553797,2.49510169149926,423.1750000000002,492.3100000000004,2.2919999999999163,-272.66600000000017,-159.30000000000018,-0.1647609339188203,-0.10333734876452527,-2.9384532630238454,-272.66600000000017,-159.30000000000018
2021-03-05,7557.524,1.0,1368.265,7556.524,6188.259,23.813000000000102,407.5680000000002,507.39800000000014,0.07050506591686023,0.08931709471504412,2.512750429786898,407.5680000000002,507.39800000000014,-46.19999999999982,-261.46399999999994,-173.288,-0.16043403535188971,-0.1124113150829067,-3.035319011545958,-261.46399999999994,-173.288
2021-03-06,7557.524,1.0,1368.265,7556.524,6188.259,23.813000000000102,399.1239999999998,507.39800000000014,0.06894363320254238,0.08931709471504412,2.471286164843907,399.1239999999998,507.39800000000014,-46.19999999999982,-252.69799999999987,-173.288,-0.15589374957972502,-0.1124113150829067,-2.968906884355075,-252.69799999999987,-173.288
2021-03-07,7557.524,1.0,1368.265,7556.524,6188.259,23.813000000000102,391.6290000000008,508.353000000001,0.06756149693873859,0.08950024877172291,2.431452546689108,391.6290000000008,508.353000000001,-46.19999999999982,-245.69299999999998,-174.24199999999996,-0.1522301075988346,-0.11296026533429016,-2.906137485138595,-245.69299999999998,-174.24199999999996
2021-03-08,7557.524,0.025,1373.951,7557.499000000001,6183.548000000001,94.1240000000007,386.9180000000015,489.2480000000014,0.06674878334480572,0.08591890135749813,2.3754783831668833,386.9180000000015,489.2480000000014,-126.73599999999988,-240.00700000000006,-154.16200000000003,-0.14870709151043582,-0.10088390060159169,-2.7855321857691444,-240.00700000000006,-154.16200000000003
2021-03-09,7557.524,0.0,1349.174,7557.524,6208.35,80.80200000000059,411.72000000000116,468.0559999999996,0.07102747630951112,0.08153868077140292,2.4318520814957427,411.72000000000116,468.0559999999996,-113.38400000000001,-264.7840000000001,-153.18700000000013,-0.16405879211231034,-0.10196417505513,-2.997562126316734,-264.7840000000001,-153.18700000000013
2021-03-10,7579.901,0.1,1310.273,7579.8009999999995,6269.527999999999,132.7489999999989,478.28899999999976,515.9819999999991,0.08258837184927081,0.08968069430573755,2.618038537716187,478.28899999999976,515.9819999999991,-109.96500000000015,-309.08400000000006,-178.8380000000002,-0.19086835083307763,-0.12009715864028958,-3.334071936916312,-309.08400000000006,-178.8380000000002
2021-03-11,7579.901,11.051,1268.214,7568.849999999999,6300.6359999999995,127.46499999999924,493.442,549.5099999999993,0.08497081378717497,0.0955482456826715,2.6851533541104895,493.442,549.5099999999993,-114.03899999999999,-335.1890000000001,-223.31799999999998,-0.20904850496101113,-0.1497239080354964,-3.667604997819411,-335.1890000000001,-223.31799999999998
2021-03-12,7579.901,6.8,1269.979,7573.101,6303.121999999999,114.86299999999937,437.6409999999987,551.9959999999992,0.07461297717953541,0.09598050886035181,2.6463585264792995,437.6409999999987,551.9959999999992,-98.28600000000006,-306.7649999999999,-221.55299999999988,-0.1945559964077871,-0.1485405609802538,-3.541990391103753,-306.7649999999999,-221.55299999999988
2021-03-13,7579.901,6.8,1269.979,7573.101,6303.121999999999,114.86299999999937,425.8669999999993,551.9959999999992,0.07246018762160222,0.09598050886035181,2.600434555003486,425.8669999999993,551.9959999999992,-98.28600000000006,-294.88300000000004,-221.55299999999988,-0.1884402586298345,-0.1485405609802538,-3.4429348171096326,-294.88300000000004,-221.55299999999988
2021-03-14,7579.901,6.8,1269.979,7573.101,6303.121999999999,114.86299999999937,420.96099999999933,568.2579999999998,0.07156570518896022,0.09908831316662425,2.556456307027515,420.96099999999933,568.2579999999998,-98.28600000000006,-290.08400000000006,-237.71499999999992,-0.18594377278353502,-0.1576679352706849,-3.350997089468626,-290.08400000000006,-237.71499999999992
2021-03-15,7579.901,0.003,1379.152,7579.898,6200.746,17.19799999999941,318.58500000000004,578.7020000000002,0.054161217280519924,0.1029344487520909,2.160762080781974,318.58500000000004,578.7020000000002,5.201000000000022,-180.91100000000006,-241.461,-0.11596390658582378,-0.14899362154937668,-2.255773847665919,-180.91100000000006,-241.461
2021-03-16,7579.901,0.702,1361.274,7579.199,6217.925,9.574999999999818,335.7640000000001,471.2320000000009,0.057081742577260286,0.0820005523176548,2.1912418239139604,335.7640000000001,471.2320000000009,12.099999999999909,-198.78900000000021,-254.59900000000016,-0.127423700196723,-0.157561268738323,-2.3898329953093427,-198.78900000000021,-254.59900000000016
2021-03-17,7693.506,0.0,1089.501,7693.506,6604.005,334.47700000000077,721.844,844.4270000000006,0.12271748427151175,0.14661265113520483,3.4544963080707696,721.844,844.4270000000006,-220.77199999999993,-470.5620000000001,-513.499,-0.3016301264756617,-0.3203362445414847,-4.730628806272971,-470.5620000000001,-513.499
2021-03-18,7693.506,26.57,1063.289,7666.936000000001,6603.647000000001,303.01100000000133,756.7050000000008,847.0110000000013,0.1294189338632059,0.14713645260878083,3.36476869985678,756.7050000000008,847.0110000000013,-204.92499999999995,-531.99,-542.635,-0.3334777176907613,-0.3378958157422145,-4.722853269441988,-531.99,-542.635
2021-03-19,7693.506,18.908,1058.913,7674.598,6615.685,312.563000000001,627.2260000000006,859.0490000000009,0.10473913238781463,0.14922760445510197,3.3200198058158943,627.2260000000006,859.0490000000009,-211.06600000000003,-509.98,-547.011,-0.32505722187555175,-0.3406207267591741,-4.541740358047543,-509.98,-547.011
2021-03-20,7693.506,18.908,1058.913,7674.598,6615.685,312.563000000001,625.9850000000006,859.0490000000009,0.10451024258310104,0.14922760445510197,3.2402025436137336,625.9850000000006,859.0490000000009,-211.06600000000003,-508.789,-547.011,-0.32454446061815323,-0.3406207267591741,-4.348876272726345,-508.789,-547.011
2021-03-21,7693.506,18.908,1058.913,7674.598,6615.685,312.563000000001,615.5390000000007,862.8170000000009,0.10258733704146539,0.1499803228580947,3.165331144677577,615.5390000000007,862.8170000000009,-211.06600000000003,-498.3409999999999,-550.376,-0.3200126633163247,-0.3419994792731449,-4.177320513191071,-498.3409999999999,-550.376
2021-03-22,7693.506,22.242,1054.77,7671.264,6616.494000000001,415.7480000000005,616.3480000000009,857.786000000001,0.10272216709393422,0.14895459189804394,3.097709568873567,616.3480000000009,857.786000000001,-324.38200000000006,-502.4839999999999,-548.7080000000001,-0.3226731156253251,-0.3421986456939229,-4.052299172646277,-502.4839999999999,-548.7080000000001
2021-03-23,7693.506,19.526,1101.256,7673.9800000000005,6572.724,354.799,572.5780000000004,752.8500000000004,0.09542734460128144,0.12935847064730277,2.901121858305845,572.5780000000004,752.8500000000004,-260.0179999999998,-455.9979999999998,-482.0519999999999,-0.29282185179810094,-0.3044587660770993,-3.594030583755062,-455.9979999999998,-482.0519999999999
2021-03-24,7719.622,21.902,1031.908,7697.72,6665.812,61.80699999999979,659.6310000000003,838.1530000000002,0.10982536157335265,0.143823274491524,3.1184809886916516,659.6310000000003,838.1530000000002,-57.593000000000075,-518.2130000000002,-544.462,-0.3343048703939887,-0.34538972449361505,-3.9559553556678204,-518.2130000000002,-544.462
2021-03-25,7719.622,10.1,994.029,7709.522,6715.493,111.84599999999955,639.1320000000005,887.8340000000007,0.10518334904723403,0.1523483100160803,3.1972200870720764,639.1320000000005,887.8340000000007,-69.25999999999999,-486.577,-582.3409999999999,-0.3286336810738306,-0.36941898158427267,-4.07651872997687,-486.577,-582.3409999999999
2021-03-26,7719.622,11.45,1013.861,7708.1720000000005,6694.311000000001,78.6260000000002,543.8470000000007,866.652000000001,0.0884237351848578,0.14871357435292643,3.0699867458555694,543.8470000000007,866.652000000001,-45.05200000000002,-425.78499999999997,-562.5089999999999,-0.2957567346417105,-0.3568381788539492,-3.820832955325582,-425.78499999999997,-562.5089999999999
2021-03-27,7719.622,11.45,1013.861,7708.1720000000005,6694.311000000001,78.6260000000002,494.1370000000006,866.652000000001,0.0796972794634474,0.14871357435292643,3.0094087368197275,494.1370000000006,866.652000000001,-45.05200000000002,-366.1,-562.5089999999999,-0.2652973526063418,-0.3568381788539492,-3.7104118462463864,-366.1,-562.5089999999999
2021-03-28,7719.622,11.45,1013.861,7708.1720000000005,6694.311000000001,78.6260000000002,529.8650000000007,902.9340000000002,0.08595500714906112,0.1559100711281618,2.9519677775457063,529.8650000000007,902.9340000000002,-45.05200000000002,-400.6039999999999,-597.9,-0.28321945046360286,-0.3709607069534503,-3.608437313477041,-400.6039999999999,-597.9
2021-03-29,7719.622,40.354,1019.013,7679.268,6660.255,43.76099999999951,495.8090000000002,863.0999999999995,0.0804304231069588,0.14888337468982615,2.804786270709517,495.8090000000002,863.0999999999995,-35.75699999999995,-395.4519999999999,-587.6139999999999,-0.2795770839151198,-0.36574388454818696,-3.4839137962036317,-395.4519999999999,-587.6139999999999
2021-03-30,7719.622,104.725,1003.516,7614.897,6611.381,38.65700000000015,446.9350000000004,862.1960000000008,0.07250205452363456,0.14996838682352376,2.6242475516689905,446.9350000000004,862.1960000000008,-97.74000000000012,-410.94899999999996,-609.9979999999999,-0.2905331697850424,-0.3780555979061848,-3.4861084109812754,-410.94899999999996,-609.9979999999999
2021-03-31,7688.988,134.307,1121.951,7554.6810000000005,6432.7300000000005,-233.08199999999943,343.3060000000005,807.5990000000011,0.056377417634245974,0.14356981197415686,2.099174293355307,343.3060000000005,807.5990000000011,90.04300000000012,-378.7359999999999,-606.6179999999999,-0.25237507888053934,-0.3509365261091689,-2.7147467436673844,-378.7359999999999,-606.6179999999999
2021-04-01,7688.988,9.575,1045.816,7679.4130000000005,6633.597000000001,-81.89599999999973,506.0490000000009,1008.4660000000013,0.08258588916806531,0.1792786692434365,2.617658383097435,506.0490000000009,1008.4660000000013,51.787000000000035,-416.74199999999996,-682.7529999999999,-0.2849404946675619,-0.39498162931303293,-3.1080498206017735,-416.74199999999996,-682.7529999999999
2021-04-02,7688.988,9.575,1019.804,7679.4130000000005,6659.609,-34.702000000000226,522.8299999999999,1034.478000000001,0.08519615909257938,0.1839029171053974,2.6471381577059936,522.8299999999999,1034.478000000001,5.942999999999984,-400.4340000000001,-708.765,-0.2819485184877465,-0.4100299149180623,-3.1917166690656034,-400.4340000000001,-708.765
2021-04-03,7688.988,9.575,1019.804,7679.4130000000005,6659.609,-34.702000000000226,486.4380000000001,1034.478000000001,0.07879872435090496,0.1839029171053974,2.6065550033656484,486.4380000000001,1034.478000000001,5.942999999999984,-362.44899999999996,-708.765,-0.26221610660277095,-0.4100299149180623,-3.124892783438223,-362.44899999999996,-708.765
2021-04-04,7688.988,9.575,1019.804,7679.4130000000005,6659.609,-34.702000000000226,471.35000000000036,859.6200000000008,0.07616843444981858,0.14821062591670442,2.567595989346896,471.35000000000036,859.6200000000008,5.942999999999984,-348.4610000000001,-543.5570000000001,-0.25467361951084044,-0.34768489171726813,-3.0617608491941817,-348.4610000000001,-543.5570000000001
