date,walcl_billion,rrp_billion,tga_billion,usd_liquidity_proxy_no_tga,net_liquidity,net_liquidity_change_7d,net_liquidity_change_30d,net_liquidity_change_90d,net_liquidity_pct_change_30d,net_liquidity_pct_change_90d,net_liquidity_zscore_252d,net_liquidity_slope_30d,net_liquidity_slope_90d,tga_billion_change_7d,tga_billion_change_30d,tga_billion_change_90d,tga_billion_pct_change_30d,tga_billion_pct_change_90d,tga_billion_zscore_252d,tga_billion_slope_30d,tga_billion_slope_90d
2020-03-17,4311.911,5.7,422.448,4306.211,3883.7630000000004,37.54100000000062,128.4010000000003,,0.034191377555612634,,,128.4010000000003,,27.313999999999965,-4.879000000000019,,-0.01141748590657743,,,-4.879000000000019,
2020-03-18,4668.212,0.477,401.354,4667.735000000001,4266.381,328.13200000000006,511.01900000000023,,0.13607716113652968,,,511.01900000000023,,29.016999999999996,-25.973000000000013,,-0.06078015196793096,,,-25.973000000000013,
2020-03-19,4668.212,1.195,392.511,4667.017000000001,4274.506,302.4730000000004,547.0770000000002,,0.1467706024715696,,,547.0770000000002,,73.68300000000005,-53.29499999999996,,-0.1195475161841697,,,-53.29499999999996,
2020-03-20,4668.212,12.203,382.896,4656.009,4273.113,302.1680000000001,522.6890000000003,,0.13936797546090807,,,522.6890000000003,,57.03000000000003,-38.15499999999997,,-0.09061847614659502,,,-38.15499999999997,
2020-03-21,4668.212,12.203,382.896,4656.009,4273.113,302.1680000000001,548.6370000000006,,0.14730582234923806,,,548.6370000000006,,57.03000000000003,-60.59800000000001,,-0.13663769972085305,,,-60.59800000000001,
2020-03-22,4668.212,12.203,382.896,4656.009,4273.113,302.1680000000001,547.3880000000008,,0.14692120325574232,,,547.3880000000008,,57.03000000000003,-58.41699999999997,,-0.13237090228477288,,,-58.41699999999997,
2020-03-23,4668.212,26.944,394.91,4641.268,4246.358,353.67300000000023,520.6330000000007,,0.13974005059417993,,,520.6330000000007,,-22.890999999999963,-46.40299999999996,,-0.10514759365801585,,,-46.40299999999996,
2020-03-24,4668.212,41.516,410.766,4626.696000000001,4215.930000000001,332.1670000000008,490.20500000000175,,0.13157304954069393,,,490.20500000000175,,-11.68199999999996,-30.54699999999997,,-0.06921844586495296,,,-30.54699999999997,
2020-03-25,5254.278,97.411,384.89,5156.867,4771.977,505.59599999999955,1051.7980000000002,,0.28272779347445387,,,1051.7980000000002,,-16.464,-65.90899999999999,,-0.14620484961146762,,,-65.90899999999999,
2020-03-26,5254.278,138.48,382.097,5115.798000000001,4733.701000000001,459.1950000000006,1031.9520000000011,,0.278774168642985,,,1031.9520000000011,,-10.414000000000044,-87.613,,-0.18652572864107642,,,-87.613,
2020-03-27,5254.278,210.794,397.619,5043.484,4645.865000000001,372.7520000000004,877.1430000000009,,0.23274282369461075,,,877.1430000000009,,14.723000000000013,10.004000000000019,,0.025809114714342885,,,10.004000000000019,
2020-03-28,5254.278,210.794,397.619,5043.484,4645.865000000001,372.7520000000004,865.6670000000008,,0.22900043860136443,,,865.6670000000008,,14.723000000000013,19.45500000000004,,0.051445933510329,,,19.45500000000004,
2020-03-29,5254.278,210.794,397.619,5043.484,4645.865000000001,372.7520000000004,846.6660000000011,,0.2228538173441299,,,846.6660000000011,,14.723000000000013,40.36800000000005,,0.1129961847552563,,,40.36800000000005,
2020-03-30,5254.278,237.497,407.73,5016.781,4609.051,362.6930000000002,809.8520000000008,,0.2131638800705098,,,809.8520000000008,,12.819999999999993,50.47900000000004,,0.1412984148399865,,,50.47900000000004,
2020-03-31,5254.278,284.908,515.257,4969.37,4454.113,238.18299999999908,654.9140000000007,,0.17238212581125678,,,654.9140000000007,,104.49099999999993,158.00599999999997,,0.4422828767449216,,,158.00599999999997,
2020-04-01,5811.607,207.828,506.933,5603.7789999999995,5096.846,324.8689999999997,1344.5319999999997,1308.6549999999993,0.35832075887039294,0.3454564460978866,,1344.5319999999997,1308.6549999999993,122.043,103.13499999999999,124.59800000000001,0.2554123596451692,0.32588698392770743,,103.13499999999999,124.59800000000001
2020-04-02,5811.607,182.627,615.537,5628.98,5013.442999999999,279.74199999999837,1242.0239999999994,1207.9869999999992,0.3293253812424446,0.31743554517513783,,1242.0239999999994,1207.9869999999992,233.44000000000005,228.94600000000003,251.61800000000005,0.5922176149987972,0.6914120999453177,,228.94600000000003,251.61800000000005
2020-04-03,5811.607,148.117,673.488,5663.49,4990.0019999999995,344.1369999999988,1134.8220000000001,1184.5459999999994,0.29436290912486585,0.3112757051980102,,1134.8220000000001,1184.5459999999994,275.869,292.18600000000004,309.5690000000001,0.7662849919486392,0.8506535795053298,,292.18600000000004,309.5690000000001
2020-04-04,5811.607,148.117,673.488,5663.49,4990.0019999999995,344.1369999999988,1128.7959999999998,1184.5459999999994,0.2923428586819765,0.3112757051980102,,1128.7959999999998,1184.5459999999994,275.869,294.03700000000003,309.5690000000001,0.7749011071258214,0.8506535795053298,,294.03700000000003,309.5690000000001
2020-04-05,5811.607,148.117,673.488,5663.49,4990.0019999999995,344.1369999999988,1126.8889999999997,1198.621999999999,0.29170490223816903,0.31614398978735947,,1126.8889999999997,1198.621999999999,275.869,298.02400000000006,295.06700000000006,0.7937485351458464,0.7797320973201807,,298.02400000000006,295.06700000000006
2020-04-06,5811.607,144.294,676.457,5667.313,4990.856,381.8049999999994,1127.743,1184.4919999999993,0.29192596747752386,0.3111872642763538,,1127.743,1184.4919999999993,268.727,300.993,310.79699999999997,0.8016560842051434,0.8499617130667831,,300.993,310.79699999999997
2020-04-07,5811.607,88.36,750.414,5723.247,4972.8330000000005,518.7200000000003,1109.7200000000007,1175.005000000001,0.2872605590361972,0.30938868216254156,,1109.7200000000007,1175.005000000001,235.15700000000004,374.95,399.574,0.998631027209,1.1389066241021548,,374.95,399.574
2020-04-08,6083.141,53.483,827.178,6029.657999999999,5202.48,105.63400000000001,1354.051,1396.7579999999994,0.3518451295320766,0.3670152470411656,,1354.051,1396.7579999999994,320.245,436.604,483.757,1.1178521867815063,1.4086412886806574,,436.604,483.757
2020-04-09,6083.141,5.525,898.91,6077.616,5178.706,165.26300000000083,1332.4840000000004,1372.3030000000003,0.34643970108849675,0.36052488399152693,,1332.4840000000004,1372.3030000000003,283.37299999999993,503.77599999999995,556.396,1.2749497638775704,1.6244474678407306,,503.77599999999995,556.396
2020-04-10,6083.141,5.525,881.941,6077.616,5195.675,205.67300000000068,1257.426,1389.2720000000004,0.31928555050734464,0.36498289855278077,,1257.426,1389.2720000000004,208.45299999999997,509.60400000000004,539.427,1.368663334559821,1.5749049673881945,,509.60400000000004,539.427
2020-04-11,6083.141,5.525,881.941,6077.616,5195.675,205.67300000000068,1223.6420000000003,1389.2720000000004,0.30806440933396084,0.36498289855278077,,1223.6420000000003,1389.2720000000004,208.45299999999997,563.113,539.427,1.7661968208563867,1.5749049673881945,,563.113,539.427
2020-04-12,6083.141,5.525,881.941,6077.616,5195.675,205.67300000000068,1224.73,1404.2680000000005,0.3084228061582319,0.3703817606498063,,1224.73,1404.2680000000005,208.45299999999997,556.075,524.8040000000001,1.7064529591918154,1.4694752993949103,,556.075,524.8040000000001
2020-04-13,6083.141,6.1,868.878,6077.040999999999,5208.163,217.3069999999998,1237.2179999999994,1407.2809999999995,0.3115676495141584,0.37025116801837044,,1237.2179999999994,1407.2809999999995,192.42100000000005,543.0120000000001,520.8720000000001,1.6663659295538658,1.4967328149514665,,543.0120000000001,520.8720000000001
2020-04-14,6083.141,9.9,958.94,6073.241,5114.3009999999995,141.46799999999894,1143.3559999999993,1319.9279999999994,0.2879304548413537,0.34786458790424657,,1143.3559999999993,1319.9279999999994,208.52600000000007,633.0740000000001,578.138,1.942743336217955,1.5182115640148948,,633.0740000000001,578.138
2020-04-15,6367.887,3.15,856.155,6364.737,5508.582,306.10200000000077,1615.8970000000004,1728.8230000000003,0.41511116363127254,0.45738974363180307,,1615.8970000000004,1728.8230000000003,28.976999999999975,438.354,460.364,1.0491932762248055,1.1631492378553325,,438.354,460.364
2020-04-16,6367.887,1.525,909.739,6366.362,5456.623,277.91699999999946,1572.8599999999992,1697.9759999999992,0.40498351727435455,0.45175192030536504,,1572.8599999999992,1697.9759999999992,10.829000000000065,487.29100000000005,508.68600000000004,1.153493447714275,1.2683760001795275,,487.29100000000005,508.68600000000004
2020-04-17,6367.887,1.726,889.042,6366.161,5477.119,281.4439999999995,1210.7379999999994,1718.4719999999993,0.28378571909072337,0.45720494635436615,,1210.7379999999994,1718.4719999999993,7.100999999999999,487.68800000000005,487.98900000000003,1.2151068632678386,1.2167693546738212,,487.68800000000005,487.98900000000003
2020-04-18,6367.887,1.726,889.042,6366.161,5477.119,281.4439999999995,1202.6129999999994,1718.4719999999993,0.2813454934909436,0.45720494635436615,,1202.6129999999994,1718.4719999999993,7.100999999999999,496.531,487.98900000000003,1.2650116812012913,1.2167693546738212,,496.531,487.98900000000003
2020-04-19,6367.887,1.726,889.042,6366.161,5477.119,281.4439999999995,1204.0059999999994,1718.4719999999993,0.28176320167521873,0.45720494635436615,,1204.0059999999994,1718.4719999999993,7.100999999999999,506.146,487.98900000000003,1.3218889724624963,1.2167693546738212,,506.146,487.98900000000003
2020-04-20,6367.887,31.0,857.911,6336.887,5478.976,270.8130000000001,1205.8629999999994,1732.380999999999,0.28219777946429203,0.46238811507515454,,1205.8629999999994,1732.380999999999,-10.967000000000098,475.01499999999993,442.0369999999999,1.2405849107851736,1.062910881661272,,475.01499999999993,442.0369999999999
2020-04-21,6367.887,12.528,924.544,6355.3589999999995,5430.815,316.5140000000001,1157.7019999999993,1712.2149999999992,0.270927073540999,0.46044613564244585,,1157.7019999999993,1712.2149999999992,-34.39600000000007,541.6479999999999,512.836,1.414608666583093,1.245630398243415,,541.6479999999999,512.836
2020-04-22,6573.136,10.825,949.999,6562.311000000001,5612.312000000001,103.73000000000047,1365.9540000000006,1900.6430000000005,0.32167659909974633,0.5120723318808871,,1365.9540000000006,1900.6430000000005,93.84400000000005,555.0889999999999,528.6600000000001,1.405608872907751,1.2547141375472006,,555.0889999999999,528.6600000000001
2020-04-23,6573.136,1.45,1006.551,6571.686000000001,5565.135,108.51200000000063,1349.204999999999,1843.777,0.3200254748062701,0.4954581096470696,,1349.204999999999,1843.777,96.81200000000001,595.7850000000001,581.9970000000001,1.4504243291801173,1.370843284953151,,595.7850000000001,581.9970000000001
2020-04-24,6573.136,1.5,965.931,6571.636,5605.705,128.58600000000024,833.7280000000001,1884.3469999999998,0.17471333160239455,0.5063600438334608,,833.7280000000001,1884.3469999999998,76.88900000000001,581.041,541.3770000000001,1.5096287250902858,1.2751664099266526,,581.041,541.3770000000001
2020-04-25,6573.136,1.5,965.931,6571.636,5605.705,128.58600000000024,872.003999999999,1884.3469999999998,0.18421188833008229,0.5063600438334608,,872.003999999999,1884.3469999999998,76.88900000000001,583.8340000000001,541.3770000000001,1.5279732633336565,1.2751664099266526,,583.8340000000001,541.3770000000001
2020-04-26,6573.136,1.5,965.931,6571.636,5605.705,128.58600000000024,959.8399999999992,1895.4339999999997,0.20660092361702276,0.5108613360048362,,959.8399999999992,1895.4339999999997,76.88900000000001,568.312,530.292,1.4292878358428545,1.2172739355291884,,568.312,530.292
2020-04-27,6573.136,16.476,961.804,6556.660000000001,5594.856000000001,115.88000000000102,948.991,1892.1990000000005,0.20426572877171423,0.5110381544928413,,948.991,1892.1990000000005,103.89300000000003,564.185,518.5509999999999,1.4189085531627006,1.1698758948049983,,564.185,518.5509999999999
2020-04-28,6573.136,7.131,1040.169,6566.005,5525.836,95.02100000000064,879.9709999999995,1825.0430000000001,0.18940950716389726,0.49314917100199884,,879.9709999999995,1825.0430000000001,115.62500000000011,642.5500000000001,589.6320000000001,1.6159942055082883,1.3087315803141588,,642.5500000000001,589.6320000000001
2020-04-29,6655.929,1.45,1076.232,6654.479,5578.247,-34.06500000000051,969.1959999999999,1876.69,0.21028103182195212,0.5070001623641078,,969.1959999999999,1876.69,126.23299999999995,668.502,630.299,1.6395703038775657,1.4134387901321497,,668.502,630.299
2020-04-30,6655.929,1.775,1180.035,6654.154,5474.119000000001,-91.01599999999962,1020.0060000000003,1730.9720000000007,0.229003170777212,0.4624376226741831,,1020.0060000000003,1730.9720000000007,173.48400000000004,664.7780000000001,776.0520000000001,1.2901872269566454,1.9210016263060576,,664.7780000000001,776.0520000000001
2020-05-01,6655.929,0.251,1100.958,6655.678,5554.719999999999,-50.98500000000058,457.8739999999998,1811.5729999999994,0.08983477232782788,0.48397057342391303,,457.8739999999998,1811.5729999999994,135.02700000000004,594.0250000000001,696.9750000000001,1.1718017962926068,1.7252582410645996,,594.0250000000001,696.9750000000001
2020-05-02,6655.929,0.251,1100.958,6655.678,5554.719999999999,-50.98500000000058,541.277,1811.5729999999994,0.10796512496501909,0.48397057342391303,,541.277,1811.5729999999994,135.02700000000004,485.42100000000005,696.9750000000001,0.7886138444967565,1.7252582410645996,,485.42100000000005,696.9750000000001
2020-05-03,6655.929,0.251,1100.958,6655.678,5554.719999999999,-50.98500000000058,564.7179999999998,1810.2599999999993,0.11316989452108439,0.48345021712075953,,564.7179999999998,1810.2599999999993,135.02700000000004,427.47,699.9480000000001,0.634710640724111,1.7454627066656694,,427.47,699.9480000000001
