date,btc_price,btc_market_cap,btc_volume,btc_return_7d,btc_return_30d,btc_return_90d,btc_return_180d,btc_forward_return_30d,btc_forward_return_90d,btc_forward_return_180d,stablecoin_to_btc_mcap,btc_to_stablecoin_ratio,stablecoin_supply_growth_30d,stablecoin_supply_growth_90d,net_liquidity_growth_30d,net_liquidity_growth_90d,liquidity_transmission_gap_30d,liquidity_transmission_gap_90d,stablecoin_btc_growth_gap_30d,stablecoin_btc_growth_gap_90d,net_liquidity_btc_growth_gap_30d,net_liquidity_btc_growth_gap_90d,stablecoin_to_btc_mcap_zscore_252d,btc_to_stablecoin_ratio_zscore_252d,liquidity_transmission_gap_30d_zscore_252d,liquidity_transmission_gap_90d_zscore_252d,transmission_phase
2018-04-18,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-19,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-20,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-21,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-22,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-23,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-24,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-25,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-26,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-27,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-28,,,,,,,,,,,,,0.0,0.996347721369367,,,,,,,,,,,,,neutral
2018-04-29,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-04-30,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-01,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-02,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-03,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-04,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-05,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-06,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-07,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-08,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-09,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-10,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-11,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-12,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-13,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-14,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-15,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-16,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-17,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-18,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-19,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-20,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-21,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-22,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-23,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-24,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-25,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-26,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-27,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-28,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-29,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-30,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-05-31,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-01,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-02,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-03,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-04,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-05,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-06,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-07,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-08,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-09,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,neutral
2018-06-10,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-11,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-12,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-13,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-14,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-15,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-16,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-17,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-18,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-19,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-20,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-21,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-22,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-23,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-24,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-25,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-26,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-27,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-28,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-29,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-06-30,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-01,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-02,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-03,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-04,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-05,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-06,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-07,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-08,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-09,,,,,,,,,,,,,-7.785730054443718e-06,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-10,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-11,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-12,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-13,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-14,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-15,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-16,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-17,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-18,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-19,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-20,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-21,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-22,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-23,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-24,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-25,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-26,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-27,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-28,,,,,,,,,,,,,0.0,-7.785730054443718e-06,,,,,,,,,,,,,neutral
2018-07-29,,,,,,,,,,,,,-0.49908914567284224,-0.4990930456295354,,,,,,,,,,,,,neutral
2018-07-30,,,,,,,,,,,,,-0.49908914567284224,-0.4990930456295354,,,,,,,,,,,,,neutral
2018-07-31,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-01,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-02,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-03,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-04,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-05,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-06,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-07,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-08,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-09,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-10,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-11,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-12,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-13,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-14,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-15,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-16,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-17,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-18,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-19,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-20,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-21,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-22,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-23,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-24,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-25,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-26,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-27,,,,,,,,,,,,,-0.7486337185092633,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-28,,,,,,,,,,,,,-0.4981816039335356,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-29,,,,,,,,,,,,,-0.4981816039335356,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-30,,,,,,,,,,,,,0.0,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-08-31,,,,,,,,,,,,,0.0,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-09-01,,,,,,,,,,,,,0.0,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-09-02,,,,,,,,,,,,,0.0,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-09-03,,,,,,,,,,,,,0.0,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-09-04,,,,,,,,,,,,,0.0,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-09-05,,,,,,,,,,,,,0.0,-0.7486356755792758,,,,,,,,,,,,,neutral
2018-09-06,,,,,,,,,,,,,0.6618351815963226,-0.5822739222794489,,,,,,,,,,,,,neutral
2018-09-07,,,,,,,,,,,,,0.6618351815963226,-0.5822739222794489,,,,,,,,,,,,,neutral
2018-09-08,,,,,,,,,,,,,0.6618351815963226,-0.5822706699516492,,,,,,,,,,,,,neutral
2018-09-09,,,,,,,,,,,,,0.6618351815963226,-0.5822706699516492,,,,,,,,,,,,,neutral
2018-09-10,,,,,,,,,,,,,0.6618351815963226,-0.5822706699516492,,,,,,,,,,,,,neutral
2018-09-11,,,,,,,,,,,,,0.6618670820520756,-0.5822626512527087,,,,,,,,,,,,,neutral
2018-09-12,,,,,,,,,,,,,0.6784635257998577,-0.5780908649018586,,,,,,,,,,,,,neutral
2018-09-13,,,,,,,,,,,,,0.6784535982721336,-0.578093360347587,,,,,,,,,,,,,neutral
2018-09-14,,,,,,,,,,,,,0.678478615641998,-0.5780870718243515,,,,,,,,,,,,,neutral
2018-09-15,,,,,,,,,,,,,0.678478615641998,-0.5780870718243515,,,,,,,,,,,,,neutral
2018-09-16,,,,,,,,,,,,,0.678478615641998,-0.5780870718243515,,,,,,,,,,,,,neutral
2018-09-17,,,,,,,,,,,,,0.678478615641998,-0.5780870718243515,,,,,,,,,,,,,neutral
2018-09-18,,,,,,,,,,,,,0.6785246793706372,-0.5780754929561719,,,,,,,,,,,,,neutral
2018-09-19,,,,,,,,,,,,,0.7645625911429774,-0.5564484630067306,,,,,,,,,,,,,neutral
2018-09-20,,,,,,,,,,,,,0.7645940283141033,-0.556440560761924,,,,,,,,,,,,,neutral
2018-09-21,,,,,,,,,,,,,1.1969700258817264,-0.44775581404750286,,,,,,,,,,,,,neutral
2018-09-22,,,,,,,,,,,,,1.4332630552615169,-0.3883597139101236,,,,,,,,,,,,,neutral
2018-09-23,,,,,,,,,,,,,1.4663614988766671,-0.3800398812154524,,,,,,,,,,,,,neutral
2018-09-24,,,,,,,,,,,,,1.4663614988766671,-0.3800398812154524,,,,,,,,,,,,,neutral
2018-09-25,,,,,,,,,,,,,1.5332335903592322,-0.36323049224397164,,,,,,,,,,,,,neutral
2018-09-26,,,,,,,,,,,,,1.5332336565427505,-0.36323047560766686,,,,,,,,,,,,,neutral
2018-09-27,,,,,,,,,,,,,1.672855399205083,-0.3281342773393797,,,,,,,,,,,,,neutral
2018-09-28,,,,,,,,,,,,,1.8037519039343586,-0.2952313096854471,,,,,,,,,,,,,neutral
2018-09-29,,,,,,,,,,,,,1.8657676474049243,-0.27964264285536755,,,,,,,,,,,,,neutral
2018-09-30,,,,,,,,,,,,,1.865784193284464,-0.27963848377915357,,,,,,,,,,,,,neutral
2018-10-01,,,,,,,,,,,,,1.8658033203212123,-0.27963367588705024,,,,,,,,,,,,,neutral
2018-10-02,,,,,,,,,,,,,1.9984980974224036,-0.2462786831938817,,,,,,,,,,,,,neutral
2018-10-03,,,,,,,,,,,,,1.9984951191640863,-0.24627943182760026,,,,,,,,,,,,,neutral
2018-10-04,,,,,,,,,,,,,2.754214798078719,-0.056316986289455584,,,,,,,,,,,,,neutral
2018-10-05,,,,,,,,,,,,,2.8313354073483032,-0.03693146551106008,,,,,,,,,,,,,neutral
2018-10-06,,,,,,,,,,,,,1.432153134697773,0.015981699532297,,,,,,,,,,,,,neutral
2018-10-07,,,,,,,,,,,,,1.432153134697773,0.015981699532297,,,,,,,,,,,,,neutral
2018-10-08,,,,,,,,,,,,,1.432153134697773,0.015981699532297,,,,,,,,,,,,,neutral
2018-10-09,,,,,,,,,,,,,1.3923836084044998,-0.0006311980425324215,,,,,,,,,,,,,neutral
2018-10-10,,,,,,,,,,,,,1.4468045602816018,0.02210202972568287,,,,,,,,,,,,,neutral
2018-10-11,,,,,,,,,,,,,1.4391204311400596,0.01891170217979843,,,,,,,,,,,,,neutral
2018-10-12,,,,,,,,,,,,,1.4301839993047523,0.0253168292760102,,,,,,,,,,,,,neutral
2018-10-13,,,,,,,,,,,,,1.7255356912325173,0.1499216047406282,,,,,,,,,,,,,neutral
2018-10-14,,,,,,,,,,,,,1.8306887715993265,0.19430418837940122,,,,,,,,,,,,,neutral
2018-10-15,,,,,,,,,,,,,1.8306887715993265,0.19430418837940122,,,,,,,,,,,,,neutral
2018-10-16,,,,,,,,,,,,,2.7473656376631563,0.5810620091312684,,,,,,,,,,,,,neutral
2018-10-17,,,,,,,,,,,,,3.3165940459073813,0.8212268336543531,,,,,,,,,,,,,neutral
2018-10-18,,,,,,,,,,,,,3.8262177667150654,1.036299552107419,,,,,,,,,,,,,neutral
2018-10-19,,,,,,,,,,,,,3.581443647436533,1.0321063714685241,,,,,,,,,,,,,neutral
2018-10-20,,,,,,,,,,,,,4.088930043379493,1.2572429563632053,,,,,,,,,,,,,neutral
2018-10-21,,,,,,,,,,,,,3.2447115499466594,1.3441172745034553,,,,,,,,,,,,,neutral
2018-10-22,,,,,,,,,,,,,2.832509610328387,1.3441172745034553,,,,,,,,,,,,,neutral
2018-10-23,,,,,,,,,,,,,3.0487337964713417,1.510053485387385,,,,,,,,,,,,,neutral
2018-10-24,,,,,,,,,,,,,4.81492932845597,2.605024277193313,,,,,,,,,,,,,neutral
2018-10-25,,,,,,,,,,,,,5.699403760559713,3.2659760348704934,,,,,,,,,,,,,neutral
2018-10-26,,,,,,,,,,,,,5.68407336428597,3.2562142171798394,,,,,,,,,,,,,neutral
2018-10-27,,,,,,,,,,,,,5.637851086902101,7.903270070690642,,,,,,,,,,,,,neutral
2018-10-28,,,,,,,,,,,,,5.3307014480342,7.907134133271285,,,,,,,,,,,,,neutral
2018-10-29,,,,,,,,,,,,,5.193130896347607,16.74807415889683,,,,,,,,,,,,,neutral
2018-10-30,,,,,,,,,,,,,5.1693778086811415,16.68010540651836,,,,,,,,,,,,,neutral
2018-10-31,,,,,,,,,,,,,5.344621184322409,17.182436456211462,,,,,,,,,,,,,neutral
2018-11-01,,,,,,,,,,,,,4.998778125888614,16.98732479733614,,,,,,,,,,,,,neutral
2018-11-02,,,,,,,,,,,,,4.926185072064113,16.769637013847312,,,,,,,,,,,,,neutral
2018-11-03,,,,,,,,,,,,,4.136323389073568,18.282861274977826,,,,,,,,,,,,,neutral
2018-11-04,,,,,,,,,,,,,4.066135177718542,18.410063084805838,,,,,,,,,,,,,neutral
2018-11-05,,,,,,,,,,,,,3.8018773130979824,18.408408496851848,,,,,,,,,,,,,neutral
2018-11-06,,,,,,,,,,,,,3.8710022411274743,18.687800233257192,,,,,,,,,,,,,neutral
2018-11-07,,,,,,,,,,,,,3.8630445405459435,18.65563649946901,,,,,,,,,,,,,neutral
2018-11-08,,,,,,,,,,,,,3.94003055788745,18.640312897142472,,,,,,,,,,,,,neutral
2018-11-09,,,,,,,,,,,,,3.838393243769284,18.673806390177518,,,,,,,,,,,,,neutral
2018-11-10,,,,,,,,,,,,,3.8316158982729966,18.584925830116703,,,,,,,,,,,,,neutral
2018-11-11,,,,,,,,,,,,,3.8014329216311635,18.584925830116703,,,,,,,,,,,,,neutral
2018-11-12,,,,,,,,,,,,,3.2712335424080727,18.539548821662024,,,,,,,,,,,,,neutral
2018-11-13,,,,,,,,,,,,,3.058273318360758,18.281873419785775,,,,,,,,,,,,,neutral
2018-11-14,,,,,,,,,,,,,3.126623371286671,18.60662164775517,,,,,,,,,,,,,neutral
2018-11-15,,,,,,,,,,,,,2.1373458190165184,18.73350703418286,,,,,,,,,,,,,neutral
2018-11-16,,,,,,,,,,,,,1.7319579456632965,18.793884404661384,,,,,,,,,,,,,neutral
2018-11-17,,,,,,,,,,,,,1.468240181661332,18.995030147254358,,,,,,,,,,,,,neutral
2018-11-18,,,,,,,,,,,,,1.4817070971296982,19.062725892620417,,,,,,,,,,,,,neutral
2018-11-19,,,,,,,,,,,,,1.2356506678311563,19.07590951707078,,,,,,,,,,,,,neutral
2018-11-20,,,,,,,,,,,,,1.1618287414721378,19.160142670486426,,,,,,,,,,,,,neutral
2018-11-21,,,,,,,,,,,,,1.2595563799230227,20.071502158045977,,,,,,,,,,,,,neutral
2018-11-22,,,,,,,,,,,,,1.155630521905222,20.52535285411789,,,,,,,,,,,,,neutral
2018-11-23,,,,,,,,,,,,,0.5096397484821771,20.65082727412194,,,,,,,,,,,,,neutral
2018-11-24,,,,,,,,,,,,,0.2961125093177577,20.996525828581248,,,,,,,,,,,,,neutral
2018-11-25,,,,,,,,,,,,,0.29520409906988476,20.930809764610377,,,,,,,,,,,,,neutral
2018-11-26,,,,,,,,,,,,,0.23588698375130823,20.927126784191827,,,,,,,,,,,,,neutral
2018-11-27,,,,,,,,,,,,,0.2217333831493764,20.685420869595834,,,,,,,,,,,,,neutral
2018-11-28,,,,,,,,,,,,,0.22968172431374434,20.824482434960466,,,,,,,,,,,,,neutral
2018-11-29,,,,,,,,,,,,,0.25056364587674573,21.110097076660765,,,,,,,,,,,,,neutral
2018-11-30,,,,,,,,,,,,,0.2553801591656839,21.82586997241868,,,,,,,,,,,,,neutral
2018-12-01,,,,,,,,,,,,,0.3486079525050305,23.257849265978454,,,,,,,,,,,,,neutral
2018-12-02,,,,,,,,,,,,,0.37094244193476955,23.3611495600583,,,,,,,,,,,,,neutral
2018-12-03,,,,,,,,,,,,,0.26336104358062773,23.36121574357646,,,,,,,,,,,,,neutral
2018-12-04,,,,,,,,,,,,,0.3170893638975443,24.56478764157813,,,,,,,,,,,,,neutral
2018-12-05,,,,,,,,,,,,,0.2855223767449735,14.013488519206792,,,,,,,,,,,,,neutral
2018-12-06,,,,,,,,,,,,,0.22788328213757003,13.546761938966371,,,,,,,,,,,,,neutral
2018-12-07,,,,,,,,,,,,,0.2589863540739119,13.890873901043518,,,,,,,,,,,,,neutral
2018-12-08,,,,,,,,,,,,,0.2829162097625153,14.162078682404772,,,,,,,,,,,,,neutral
2018-12-09,,,,,,,,,,,,,0.2938501635414057,14.317377979061472,,,,,,,,,,,,,neutral
2018-12-10,,,,,,,,,,,,,0.3002701629214932,14.323544809905096,,,,,,,,,,,,,neutral
2018-12-11,,,,,,,,,,,,,0.3055638134605694,14.233795706656602,,,,,,,,,,,,,neutral
2018-12-12,,,,,,,,,,,,,0.2869256738406605,13.981615851487414,,,,,,,,,,,,,neutral
2018-12-13,,,,,,,,,,,,,0.29032534396596854,13.82288169824379,,,,,,,,,,,,,neutral
2018-12-14,,,,,,,,,,,,,0.26216055992519127,13.743532819872547,,,,,,,,,,,,,neutral
2018-12-15,,,,,,,,,,,,,0.2769315123062832,14.01260531140442,,,,,,,,,,,,,neutral
2018-12-16,,,,,,,,,,,,,0.2738785168449773,14.022535213155834,,,,,,,,,,,,,neutral
2018-12-17,,,,,,,,,,,,,0.261012070147552,14.021509465148828,,,,,,,,,,,,,neutral
2018-12-18,,,,,,,,,,,,,0.2807633717810518,13.562024940530714,,,,,,,,,,,,,neutral
2018-12-19,,,,,,,,,,,,,0.2806802612388244,13.570388787665445,,,,,,,,,,,,,neutral
2018-12-20,,,,,,,,,,,,,0.3024321817758433,10.951559781839038,,,,,,,,,,,,,neutral
2018-12-21,,,,,,,,,,,,,0.25733936712286964,9.888271668957817,,,,,,,,,,,,,neutral
2018-12-22,,,,,,,,,,,,,0.2582981748572908,9.981890619778179,,,,,,,,,,,,,neutral
2018-12-23,,,,,,,,,,,,,0.2509230383323531,9.981163405481757,,,,,,,,,,,,,neutral
2018-12-24,,,,,,,,,,,,,0.23119181724809756,9.690661418316038,,,,,,,,,,,,,neutral
2018-12-25,,,,,,,,,,,,,0.23181837037786535,9.66414630783721,,,,,,,,,,,,,neutral
2018-12-26,,,,,,,,,,,,,0.23216231691815103,9.108208378875654,,,,,,,,,,,,,neutral
2018-12-27,,,,,,,,,,,,,0.23867168762498436,8.580418591141223,,,,,,,,,,,,,neutral
2018-12-28,,,,,,,,,,,,,0.24862610902515292,8.509011872937112,,,,,,,,,,,,,neutral
2018-12-29,,,,,,,,,,,,,0.23305697400656888,8.513280679063547,,,,,,,,,,,,,neutral
2018-12-30,,,,,,,,,,,,,0.2075375743943979,8.617929976034425,,,,,,,,,,,,,neutral
2018-12-31,,,,,,,,,,,,,0.1364100631854357,8.193557281490568,,,,,,,,,,,,,neutral
2019-01-01,,,,,,,,,,,,,0.1342987754361129,8.215563479687619,,,,,,,,,,,,,neutral
2019-01-02,,,,,,,,,,,,,0.155582598100392,6.498611159982961,,,,,,,,,,,,,neutral
2019-01-03,,,,,,,,,,,,,0.1395185936844736,6.603497935811235,,,,,,,,,,,,,neutral
2019-01-04,,,,,,,,,,,,,0.17817058897522808,6.272753659668191,,,,,,,,,,,,,neutral
2019-01-05,,,,,,,,,,,,,0.7927690431087555,9.722591480610971,,,,,,,,,,,,,neutral
2019-01-06,,,,,,,,,,,,,0.7538814270550818,9.738150815863342,,,,,,,,,,,,,neutral
