date,regime,regime_score,regime_confidence,fed_policy_score,usd_liquidity_score,rates_pressure_score,risk_appetite_score,stablecoin_liquidity_score,btc_market_score,macro_liquidity_score,score_coverage_ratio,primary_driver,secondary_driver,risk_level,allowed_actions,forbidden_actions,reason,previous_regime,regime_changed,regime_duration_days
2020-09-27,macro_stabilization,52.77120778800096,0.6333333333333333,51.95063326106572,55.49747154484794,49.777370803372115,48.17282771982509,86.833891876952,,57.63716108395869,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=57.64; usd_liquidity_score=55.50; risk_appetite_score=48.17; rates_pressure_score=49.78; stablecoin_liquidity_score=86.83; btc_market_score=n/a; net_liquidity_change_30d=56.60; net_liquidity_change_90d=-10.53; transmission_phase=neutral,macro_stabilization,False,12
2020-09-28,macro_stabilization,54.58811276842336,0.6333333333333333,51.92288444386405,61.13488443100067,50.40441907196335,47.585975159428685,86.75680871689269,,59.22717241130071,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=59.23; usd_liquidity_score=61.13; risk_appetite_score=47.59; rates_pressure_score=50.40; stablecoin_liquidity_score=86.76; btc_market_score=n/a; net_liquidity_change_30d=55.09; net_liquidity_change_90d=66.01; transmission_phase=neutral,macro_stabilization,False,13
2020-09-29,macro_stabilization,55.99991087686387,0.6333333333333333,51.89507310265358,63.02032659288682,55.22517858662322,45.4003152041542,86.16010133229739,,60.35382312379125,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=60.35; usd_liquidity_score=63.02; risk_appetite_score=45.40; rates_pressure_score=55.23; stablecoin_liquidity_score=86.16; btc_market_score=n/a; net_liquidity_change_30d=66.47; net_liquidity_change_90d=84.41; transmission_phase=neutral,macro_stabilization,False,14
2020-09-30,macro_stabilization,48.67247907500431,0.6333333333333333,52.2171460262703,41.804832326402064,45.90188742987379,53.252723718756585,86.03573008771356,,53.730472824984815,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=53.73; usd_liquidity_score=41.80; risk_appetite_score=53.25; rates_pressure_score=45.90; stablecoin_liquidity_score=86.04; btc_market_score=n/a; net_liquidity_change_30d=-10.82; net_liquidity_change_90d=-76.29; transmission_phase=neutral,macro_stabilization,False,15
2020-10-01,macro_stabilization,49.607108085732456,0.6333333333333333,52.189189725246266,47.70774439889392,44.77078047909542,51.042321243548805,87.00672505593793,,54.907586221391675,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=54.91; usd_liquidity_score=47.71; risk_appetite_score=51.04; rates_pressure_score=44.77; stablecoin_liquidity_score=87.01; btc_market_score=n/a; net_liquidity_change_30d=-2.75; net_liquidity_change_90d=-12.51; transmission_phase=neutral,macro_stabilization,False,16
2020-10-02,macro_stabilization,49.131375055556965,0.6333333333333333,52.161150455779335,49.75679447991358,43.62299990117121,48.367058206918394,87.05168647456615,,54.77864763422468,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=54.78; usd_liquidity_score=49.76; risk_appetite_score=48.37; rates_pressure_score=43.62; stablecoin_liquidity_score=87.05; btc_market_score=n/a; net_liquidity_change_30d=-6.02; net_liquidity_change_90d=12.40; transmission_phase=neutral,macro_stabilization,False,17
2020-10-03,macro_stabilization,53.79316451805235,0.6333333333333333,52.13302083377185,46.703948299567664,45.50133060167983,65.76592055152064,86.80145569650257,,57.201458619441254,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=57.20; usd_liquidity_score=46.70; risk_appetite_score=65.77; rates_pressure_score=45.50; stablecoin_liquidity_score=86.80; btc_market_score=n/a; net_liquidity_change_30d=-29.43; net_liquidity_change_90d=12.40; transmission_phase=neutral,macro_stabilization,False,18
2020-10-04,macro_stabilization,53.98901732057889,0.6333333333333333,52.10479315068583,45.783276225828835,52.489584937097874,60.13800262066969,86.73686359511424,,57.54520549871915,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=57.55; usd_liquidity_score=45.78; risk_appetite_score=60.14; rates_pressure_score=52.49; stablecoin_liquidity_score=86.74; btc_market_score=n/a; net_liquidity_change_30d=-36.07; net_liquidity_change_90d=11.26; transmission_phase=neutral,macro_stabilization,False,19
2020-10-05,macro_stabilization,51.27022933755805,0.6333333333333333,52.07645934615456,43.81954044433536,45.30017234991371,60.537667592364265,86.49429763608379,,55.42353696361885,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=55.42; usd_liquidity_score=43.82; risk_appetite_score=60.54; rates_pressure_score=45.30; stablecoin_liquidity_score=86.49; btc_market_score=n/a; net_liquidity_change_30d=-38.66; net_liquidity_change_90d=-9.91; transmission_phase=neutral,macro_stabilization,False,20
2020-10-06,macro_stabilization,51.70654550725855,0.6333333333333333,52.048010977842026,51.577600743476424,46.03720122092614,52.785171668541075,86.37846486313131,,56.426208396090544,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=56.43; usd_liquidity_score=51.58; risk_appetite_score=52.79; rates_pressure_score=46.04; stablecoin_liquidity_score=86.38; btc_market_score=n/a; net_liquidity_change_30d=-21.71; net_liquidity_change_90d=77.69; transmission_phase=neutral,macro_stabilization,False,21
2020-10-07,macro_stabilization,54.133519385068524,0.6333333333333333,52.01943918819714,54.99877431889461,43.54067084577587,59.9881307549261,86.31258812174971,,58.00650162067752,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=58.01; usd_liquidity_score=55.00; risk_appetite_score=59.99; rates_pressure_score=43.54; stablecoin_liquidity_score=86.31; btc_market_score=n/a; net_liquidity_change_30d=-8.50; net_liquidity_change_90d=108.77; transmission_phase=neutral,macro_stabilization,False,22
2020-10-08,macro_stabilization,55.30983731765804,0.6333333333333333,51.990794917088415,49.973958217715214,47.280378162616714,65.6805118313503,85.82526502557998,,58.30450105894993,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=58.30; usd_liquidity_score=49.97; risk_appetite_score=65.68; rates_pressure_score=47.28; stablecoin_liquidity_score=85.83; btc_market_score=n/a; net_liquidity_change_30d=-45.07; net_liquidity_change_90d=101.29; transmission_phase=neutral,macro_stabilization,False,23
2020-10-09,macro_stabilization,54.493399049077865,0.6333333333333333,51.96199366989691,49.36322152497604,45.89039550557788,64.91856600333246,86.46868941892406,,57.8014131624251,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=57.80; usd_liquidity_score=49.36; risk_appetite_score=64.92; rates_pressure_score=45.89; stablecoin_liquidity_score=86.47; btc_market_score=n/a; net_liquidity_change_30d=-53.59; net_liquidity_change_90d=106.86; transmission_phase=neutral,macro_stabilization,False,24
2020-10-10,macro_stabilization,54.8436082987199,0.6333333333333333,51.93304261257859,50.50483004355672,44.024145654338035,66.87905667083234,86.11272806179218,,57.966400826152494,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=57.97; usd_liquidity_score=50.50; risk_appetite_score=66.88; rates_pressure_score=44.02; stablecoin_liquidity_score=86.11; btc_market_score=n/a; net_liquidity_change_30d=-43.14; net_liquidity_change_90d=106.86; transmission_phase=neutral,macro_stabilization,False,25
2020-10-11,macro_stabilization,55.059224858023235,0.6333333333333333,51.90393113451586,51.36321448852939,45.79771903000218,64.82984322199282,86.07397893868419,,58.246122691568566,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=58.25; usd_liquidity_score=51.36; risk_appetite_score=64.83; rates_pressure_score=45.80; stablecoin_liquidity_score=86.07; btc_market_score=n/a; net_liquidity_change_30d=-43.10; net_liquidity_change_90d=119.33; transmission_phase=neutral,macro_stabilization,False,26
2020-10-12,macro_stabilization,53.676396986058606,0.6333333333333333,51.87464802228562,49.53383087989987,45.76304600140667,62.15365298678703,85.92826797939706,,57.25505807614084,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=57.26; usd_liquidity_score=49.53; risk_appetite_score=62.15; rates_pressure_score=45.76; stablecoin_liquidity_score=85.93; btc_market_score=n/a; net_liquidity_change_30d=-43.10; net_liquidity_change_90d=93.49; transmission_phase=neutral,macro_stabilization,False,27
2020-10-13,macro_stabilization,55.686412711963214,0.6333333333333333,52.19513474423804,57.76369880064276,49.430799333405005,56.155728237519206,85.8411200970136,,59.395424476285896,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=59.40; usd_liquidity_score=57.76; risk_appetite_score=56.16; rates_pressure_score=49.43; stablecoin_liquidity_score=85.84; btc_market_score=n/a; net_liquidity_change_30d=-27.87; net_liquidity_change_90d=183.58; transmission_phase=neutral,macro_stabilization,False,28
2020-10-14,macro_stabilization,61.51879069499828,0.7333333333333334,52.165472024639755,77.39543442885275,51.91926187060768,52.143767337973784,85.17288228384173,,64.6166991425589,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=64.62; usd_liquidity_score=77.40; risk_appetite_score=52.14; rates_pressure_score=51.92; stablecoin_liquidity_score=85.17; btc_market_score=n/a; net_liquidity_change_30d=88.97; net_liquidity_change_90d=352.19; transmission_phase=neutral,macro_stabilization,False,29
2020-10-15,macro_stabilization,58.64117256565319,0.6333333333333333,51.78564647766952,76.52473938009025,48.79592039674485,46.39012091102874,86.34523056398517,,62.853909574748926,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=62.85; usd_liquidity_score=76.52; risk_appetite_score=46.39; rates_pressure_score=48.80; stablecoin_liquidity_score=86.35; btc_market_score=n/a; net_liquidity_change_30d=107.43; net_liquidity_change_90d=281.18; transmission_phase=neutral,macro_stabilization,False,30
2020-10-16,macro_stabilization,56.451985813498894,0.6333333333333333,51.75553000927754,70.84009870666195,48.388260663442594,45.80281400025455,84.51776322992689,,60.7767698836365,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=60.78; usd_liquidity_score=70.84; risk_appetite_score=45.80; rates_pressure_score=48.39; stablecoin_liquidity_score=84.52; btc_market_score=n/a; net_liquidity_change_30d=48.42; net_liquidity_change_90d=274.23; transmission_phase=neutral,macro_stabilization,False,31
2020-10-17,macro_stabilization,56.929452118300446,0.6333333333333333,51.725172765943775,70.01151537482771,49.76505917392118,46.99193904798596,83.93938625493087,,60.94929487646694,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=60.95; usd_liquidity_score=70.01; risk_appetite_score=46.99; rates_pressure_score=49.77; stablecoin_liquidity_score=83.94; btc_market_score=n/a; net_liquidity_change_30d=41.92; net_liquidity_change_90d=274.23; transmission_phase=neutral,macro_stabilization,False,32
2020-10-18,macro_stabilization,56.21697717703989,0.6333333333333333,52.04451157787943,69.9865753094813,50.40607559620632,43.93419934975205,83.41524681127729,,60.54105845271989,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=60.54; usd_liquidity_score=69.99; risk_appetite_score=43.93; rates_pressure_score=50.41; stablecoin_liquidity_score=83.42; btc_market_score=n/a; net_liquidity_change_30d=40.31; net_liquidity_change_90d=278.70; transmission_phase=neutral,macro_stabilization,False,33
2020-10-19,macro_stabilization,52.632221731886,0.6333333333333333,52.01362204372623,67.98216642064519,47.062003696702824,37.36644893599689,83.27658730212573,,58.11826787419909,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=58.12; usd_liquidity_score=67.98; risk_appetite_score=37.37; rates_pressure_score=47.06; stablecoin_liquidity_score=83.28; btc_market_score=n/a; net_liquidity_change_30d=34.80; net_liquidity_change_90d=250.36; transmission_phase=neutral,macro_stabilization,False,34
2020-10-20,macro_stabilization,52.248586768181696,0.6333333333333333,51.632485099930754,70.15395144538138,44.68156022364623,36.25337559350832,83.04823212720892,,57.90545981019086,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=57.91; usd_liquidity_score=70.15; risk_appetite_score=36.25; rates_pressure_score=44.68; stablecoin_liquidity_score=83.05; btc_market_score=n/a; net_liquidity_change_30d=53.18; net_liquidity_change_90d=245.32; transmission_phase=neutral,macro_stabilization,False,35
2020-10-21,macro_stabilization,58.19067450111181,0.6333333333333333,51.60098686729498,78.61313452849963,45.910768750837086,45.97690645266452,83.75718709943439,,62.261888272446,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=62.26; usd_liquidity_score=78.61; risk_appetite_score=45.98; rates_pressure_score=45.91; stablecoin_liquidity_score=83.76; btc_market_score=n/a; net_liquidity_change_30d=102.99; net_liquidity_change_90d=334.84; transmission_phase=neutral,macro_stabilization,False,36
2020-10-22,macro_stabilization,56.88556498735746,0.6333333333333333,51.56915177156065,78.74972496730405,41.99933012900756,45.448711001994546,83.80045188233687,,61.3444938511237,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=61.34; usd_liquidity_score=78.75; risk_appetite_score=45.45; rates_pressure_score=42.00; stablecoin_liquidity_score=83.80; btc_market_score=n/a; net_liquidity_change_30d=98.97; net_liquidity_change_90d=351.39; transmission_phase=neutral,macro_stabilization,False,37
2020-10-23,macro_stabilization,58.611347113023555,0.6333333333333333,51.53695570549537,74.78272392144804,44.84710798018043,52.71412931934268,83.92346118591298,,62.101427231123054,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=62.10; usd_liquidity_score=74.78; risk_appetite_score=52.71; rates_pressure_score=44.85; stablecoin_liquidity_score=83.92; btc_market_score=n/a; net_liquidity_change_30d=58.05; net_liquidity_change_90d=350.22; transmission_phase=neutral,macro_stabilization,False,38
2020-10-24,macro_stabilization,58.27718550976218,0.6333333333333333,51.50437245691507,73.3689806858813,45.43418158674236,52.54481941925608,83.65482694805073,,61.76076034716896,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=61.76; usd_liquidity_score=73.37; risk_appetite_score=52.54; rates_pressure_score=45.43; stablecoin_liquidity_score=83.65; btc_market_score=n/a; net_liquidity_change_30d=46.72; net_liquidity_change_90d=350.22; transmission_phase=neutral,macro_stabilization,False,39
2020-10-25,macro_stabilization,56.33214698122906,0.6333333333333333,51.82132678309147,75.46585977934141,43.7174660919836,45.351087303983675,83.52624665568968,,60.79417474960755,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=60.79; usd_liquidity_score=75.47; risk_appetite_score=45.35; rates_pressure_score=43.72; stablecoin_liquidity_score=83.53; btc_market_score=n/a; net_liquidity_change_30d=62.65; net_liquidity_change_90d=355.27; transmission_phase=neutral,macro_stabilization,False,40
2020-10-26,macro_stabilization,51.69125760844218,0.6333333333333333,51.78788073997252,73.93026163441897,46.31039880902736,28.39991813727919,83.59461110493932,,58.12445185304318,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=58.12; usd_liquidity_score=73.93; risk_appetite_score=28.40; rates_pressure_score=46.31; stablecoin_liquidity_score=83.59; btc_market_score=n/a; net_liquidity_change_30d=60.22; net_liquidity_change_90d=317.80; transmission_phase=neutral,macro_stabilization,False,41
2020-10-27,macro_stabilization,52.11895021461667,0.6333333333333333,51.7539896382459,76.81552325039854,47.884301754955565,25.084188575004685,83.44093769812507,,58.691787278107874,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=58.69; usd_liquidity_score=76.82; risk_appetite_score=25.08; rates_pressure_score=47.88; stablecoin_liquidity_score=83.44; btc_market_score=n/a; net_liquidity_change_30d=77.14; net_liquidity_change_90d=347.38; transmission_phase=neutral,macro_stabilization,False,42
2020-10-28,macro_stabilization,48.00909458427207,0.6333333333333333,51.71958493198738,75.54364182218121,46.01919130882692,14.365744604568938,83.29648262377303,,56.10780060151121,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=56.11; usd_liquidity_score=75.54; risk_appetite_score=14.37; rates_pressure_score=46.02; stablecoin_liquidity_score=83.30; btc_market_score=n/a; net_liquidity_change_30d=67.94; net_liquidity_change_90d=311.88; transmission_phase=neutral,macro_stabilization,False,43
2020-10-29,risk_off_deleveraging,64.20729226609504,0.7333333333333334,51.68462613457648,74.85982932691226,35.6838272628731,17.384944623286998,83.78843574725626,,54.200470844522926,0.8333333333333334,risk_appetite,btc_market,high,"observe, reduce risk, avoid aggressive long exposure","avoid leverage expansion, avoid chasing rebounds",risk_off_deleveraging: macro_liquidity_score=54.20; usd_liquidity_score=74.86; risk_appetite_score=17.38; rates_pressure_score=35.68; stablecoin_liquidity_score=83.79; btc_market_score=n/a; net_liquidity_change_30d=62.11; net_liquidity_change_90d=313.02; transmission_phase=neutral,macro_stabilization,True,1
2020-10-30,neutral,58.08082555512792,0.6333333333333333,51.64902250047349,88.6504771259346,36.28709854646559,16.89705290189808,83.80528465655095,,58.08082555512792,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=58.08; usd_liquidity_score=88.65; risk_appetite_score=16.90; rates_pressure_score=36.29; stablecoin_liquidity_score=83.81; btc_market_score=n/a; net_liquidity_change_30d=273.91; net_liquidity_change_90d=361.71; transmission_phase=neutral,risk_off_deleveraging,True,1
2020-10-31,neutral,57.635303438519536,0.6333333333333333,51.612762454711934,87.24322772869814,35.72448367626608,17.110484216143607,84.05054951074337,,57.635303438519536,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=57.64; usd_liquidity_score=87.24; risk_appetite_score=17.11; rates_pressure_score=35.72; stablecoin_liquidity_score=84.05; btc_market_score=n/a; net_liquidity_change_30d=212.78; net_liquidity_change_90d=361.71; transmission_phase=neutral,neutral,False,2
2020-11-01,neutral,57.429566577842,0.6333333333333333,51.57578939504137,85.7384875390335,36.47475120767807,17.68162508364222,83.78950414640849,,57.429566577842,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=57.43; usd_liquidity_score=85.74; risk_appetite_score=17.68; rates_pressure_score=36.47; stablecoin_liquidity_score=83.79; btc_market_score=n/a; net_liquidity_change_30d=187.87; net_liquidity_change_90d=343.61; transmission_phase=neutral,neutral,False,3
2020-11-02,neutral,55.31459505927338,0.6333333333333333,51.53804031127329,76.56067269393557,37.69581121811982,18.870308465300628,83.61701879834735,,55.31459505927338,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=55.31; usd_liquidity_score=76.56; risk_appetite_score=18.87; rates_pressure_score=37.70; stablecoin_liquidity_score=83.62; btc_market_score=n/a; net_liquidity_change_30d=118.19; net_liquidity_change_90d=237.01; transmission_phase=neutral,neutral,False,4
2020-11-03,neutral,56.81505207622438,0.6333333333333333,51.49944507684362,82.68907201896516,35.05934543369559,21.420505980286773,83.40944745701326,,56.81505207622438,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=56.82; usd_liquidity_score=82.69; risk_appetite_score=21.42; rates_pressure_score=35.06; stablecoin_liquidity_score=83.41; btc_market_score=n/a; net_liquidity_change_30d=168.17; net_liquidity_change_90d=289.21; transmission_phase=neutral,neutral,False,5
2020-11-04,macro_stabilization,58.76884934591352,0.6333333333333333,51.4599258764952,82.8216556917493,49.367179446650056,39.76337626536176,83.65681498905212,,63.12318597989299,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=63.12; usd_liquidity_score=82.82; risk_appetite_score=39.76; rates_pressure_score=49.37; stablecoin_liquidity_score=83.66; btc_market_score=n/a; net_liquidity_change_30d=181.87; net_liquidity_change_90d=280.91; transmission_phase=neutral,neutral,True,1
2020-11-05,macro_stabilization,61.77946182230795,0.7333333333333334,51.419397049017775,81.67815284351519,49.134484000738794,51.623856665129615,83.40196889143144,,64.6813537798482,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=64.68; usd_liquidity_score=81.68; risk_appetite_score=51.62; rates_pressure_score=49.13; stablecoin_liquidity_score=83.40; btc_market_score=n/a; net_liquidity_change_30d=166.76; net_liquidity_change_90d=273.67; transmission_phase=neutral,macro_stabilization,False,2
2020-11-06,macro_stabilization,62.53499443338771,0.7333333333333334,51.377765949876235,81.74132486824662,44.7568672984448,58.6512416558119,84.00289134892628,,64.99054391104752,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=64.99; usd_liquidity_score=81.74; risk_appetite_score=58.65; rates_pressure_score=44.76; stablecoin_liquidity_score=84.00; btc_market_score=n/a; net_liquidity_change_30d=158.92; net_liquidity_change_90d=279.03; transmission_phase=neutral,macro_stabilization,False,3
2020-11-07,neutral,63.28960638664557,0.7333333333333334,51.3349361641258,82.10000850917186,39.911490146876694,54.20586268892548,84.14817175570019,,63.28960638664557,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=63.29; usd_liquidity_score=82.10; risk_appetite_score=54.21; rates_pressure_score=39.91; stablecoin_liquidity_score=84.15; btc_market_score=n/a; net_liquidity_change_30d=165.19; net_liquidity_change_90d=279.03; transmission_phase=neutral,macro_stabilization,True,1
2020-11-08,macro_stabilization,58.96660537188367,0.6333333333333333,51.29081609624373,81.69643781225884,41.16949599408792,50.28274461807126,83.67950665183628,,62.71774306311664,0.8333333333333334,macro_score,risk_appetite,medium,"observe recovery, prepare scenarios, wait for stronger confirmation",avoid aggressive positioning based on partial improvement,macro_stabilization: macro_liquidity_score=62.72; usd_liquidity_score=81.70; risk_appetite_score=50.28; rates_pressure_score=41.17; stablecoin_liquidity_score=83.68; btc_market_score=n/a; net_liquidity_change_30d=159.62; net_liquidity_change_90d=277.35; transmission_phase=neutral,neutral,True,1
2020-11-09,neutral,60.247779770540966,0.7333333333333334,51.24551008306342,80.46705931324806,33.11280403156441,48.54549617789837,83.43350146478477,,60.247779770540966,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=60.25; usd_liquidity_score=80.47; risk_appetite_score=48.55; rates_pressure_score=33.11; stablecoin_liquidity_score=83.43; btc_market_score=n/a; net_liquidity_change_30d=157.46; net_liquidity_change_90d=253.59; transmission_phase=neutral,macro_stabilization,True,1
2020-11-10,neutral,61.22528260653024,0.7333333333333334,51.198955269690835,83.38601402232293,32.61846366178895,50.6695245960389,83.01524085386163,,61.22528260653024,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=61.23; usd_liquidity_score=83.39; risk_appetite_score=50.67; rates_pressure_score=32.62; stablecoin_liquidity_score=83.02; btc_market_score=n/a; net_liquidity_change_30d=200.22; net_liquidity_change_90d=264.68; transmission_phase=neutral,neutral,False,2
2020-11-11,neutral,62.621271083732736,0.7333333333333334,51.14847760128768,84.78284658163311,32.6005277169297,56.42458907007271,83.38244523907464,,62.621271083732736,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=62.62; usd_liquidity_score=84.78; risk_appetite_score=56.42; rates_pressure_score=32.60; stablecoin_liquidity_score=83.38; btc_market_score=n/a; net_liquidity_change_30d=218.15; net_liquidity_change_90d=288.63; transmission_phase=neutral,neutral,False,3
2020-11-12,neutral,62.780805254963006,0.7333333333333334,51.095332076491886,84.97260920705224,36.83774062915968,51.07771746505868,83.77377913759416,,62.780805254963006,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=62.78; usd_liquidity_score=84.97; risk_appetite_score=51.08; rates_pressure_score=36.84; stablecoin_liquidity_score=83.77; btc_market_score=n/a; net_liquidity_change_30d=214.59; net_liquidity_change_90d=294.93; transmission_phase=neutral,neutral,False,4
2020-11-13,neutral,63.23507749717906,0.7333333333333334,51.03899327300248,81.37616394702252,35.657356061013964,61.13939270794543,84.06199767573706,,63.23507749717906,0.8333333333333334,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=63.24; usd_liquidity_score=81.38; risk_appetite_score=61.14; rates_pressure_score=35.66; stablecoin_liquidity_score=84.06; btc_market_score=n/a; net_liquidity_change_30d=123.23; net_liquidity_change_90d=305.33; transmission_phase=neutral,neutral,False,5
