date,regime,regime_score,regime_confidence,fed_policy_score,usd_liquidity_score,rates_pressure_score,risk_appetite_score,stablecoin_liquidity_score,btc_market_score,macro_liquidity_score,score_coverage_ratio,primary_driver,secondary_driver,risk_level,allowed_actions,forbidden_actions,reason,previous_regime,regime_changed,regime_duration_days
2017-11-29,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,,True,1
2017-11-30,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,2
2017-12-01,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,3
2017-12-02,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,4
2017-12-03,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,5
2017-12-04,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,6
2017-12-05,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,7
2017-12-06,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,8
2017-12-07,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,9
2017-12-08,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,10
2017-12-09,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,11
2017-12-10,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,12
2017-12-11,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,13
2017-12-12,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,14
2017-12-13,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,15
2017-12-14,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,16
2017-12-15,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,17
2017-12-16,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,18
2017-12-17,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,19
2017-12-18,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,20
2017-12-19,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,21
2017-12-20,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,22
2017-12-21,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,23
2017-12-22,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,24
2017-12-23,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,25
2017-12-24,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,26
2017-12-25,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,27
2017-12-26,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,28
2017-12-27,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,29
2017-12-28,neutral,50.0,0.0,,,,,,,,0.0,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=n/a; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=n/a; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,30
2017-12-29,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,31
2017-12-30,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,32
2017-12-31,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,33
2018-01-01,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,34
2018-01-02,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,35
2018-01-03,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,36
2018-01-04,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,37
2018-01-05,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,38
2018-01-06,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,39
2018-01-07,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,40
2018-01-08,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,41
2018-01-09,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,42
2018-01-10,neutral,50.0,0.0,,,,,50.0,,50.0,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=50.00; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=50.00; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,43
2018-01-11,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,44
2018-01-12,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,45
2018-01-13,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,46
2018-01-14,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,47
2018-01-15,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,48
2018-01-16,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,49
2018-01-17,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,50
2018-01-18,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,51
2018-01-19,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,52
2018-01-20,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,53
2018-01-21,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,54
2018-01-22,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,55
2018-01-23,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,56
2018-01-24,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,57
2018-01-25,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,58
2018-01-26,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,59
2018-01-27,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,60
2018-01-28,neutral,75.1499982000259,0.11666666666666659,,,,,75.1499982000259,,75.1499982000259,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.15; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.15; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,61
2018-01-29,neutral,75.29998560082939,0.11666666666666659,,,,,75.29998560082939,,75.29998560082939,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.30; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.30; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,62
2018-01-30,neutral,75.29998560082939,0.11666666666666659,,,,,75.29998560082939,,75.29998560082939,0.1666666666666666,mixed,none,medium,"observe, collect data, avoid strong assumptions",avoid overfitting weak signals,neutral: macro_liquidity_score=75.30; usd_liquidity_score=n/a; risk_appetite_score=n/a; rates_pressure_score=n/a; stablecoin_liquidity_score=75.30; btc_market_score=n/a; net_liquidity_change_30d=n/a; net_liquidity_change_90d=n/a; transmission_phase=neutral,neutral,False,63
