date,dff,net_liquidity,net_liquidity_change_30d,net_liquidity_change_90d,tga_billion,total_stablecoin_supply,total_stablecoin_supply_change_30d,btc_price,btc_return_30d,btc_return_90d,stablecoin_to_btc_mcap,liquidity_transmission_gap_30d,liquidity_transmission_gap_90d,transmission_phase,vix,hy_oas,us10y_real
2026-05-04,3.64,5729.96,-191.1189999999997,52.068999999999505,969.383,319456944757.06,3910681617.0599976,78562.55051754859,0.1736318033301167,-0.0026039575216401,0.2030789633879448,-0.04467110189397341,-0.038108562929186095,crypto_liquidity_accumulating,16.89,2.83,1.94
